"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","DECIMALS_DISPLAYED","NA_STO","SECTOR","ACCOUNTS","INDEX_TYPE","PRICES","S_ADJUSTMENT","TRANSFORMATION","UNIT","IFS_FLAG","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","2012-Q1","2012-Q2","2012-Q3","2012-Q4","2013-Q1","2013-Q2","2013-Q3","2013-Q4","2014-Q1","2014-Q2","2014-Q3","2014-Q4","2015-Q1","2015-Q2","2015-Q3","2015-Q4","2016-Q1","2016-Q2","2016-Q3","2016-Q4","2017-Q1","2017-Q2","2017-Q3","2017-Q4","2018-Q1","2018-Q2","2018-Q3","2018-Q4","2019-Q1","2019-Q2","2019-Q3","2019-Q4","2020-Q1","2020-Q2","2020-Q3","2020-Q4","2021-Q1","2021-Q2","2021-Q3","2021-Q4","2022-Q1","2022-Q2","2022-Q3","2022-Q4","2023-Q1","2023-Q2","2023-Q3","2023-Q4","2024-Q1","2024-Q2","2024-Q3","2024-Q4","2025-Q1","2025-Q2","2025-Q3"
"IMF.STA:QGDP_WCA(4.0.0)","U002.B1GQ_S1_Q.POP_PCH_PT.Q","OBS_VALUE","Africa","Gross domestic product (GDP), Total economy, Constant prices","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","","Constant prices","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","0.882002034","0.557836438","0.697090027","1.101990807","1.154750815","1.030542596","1.208666577","0.523387605","1.167501167","1.152081077","1.325444459","1.214752589","-0.374012915","0.813380657","0.703498967","0.434940601","0.441531903","0.515202414","0.656230401","1.209217063","1.121195437","0.675189625","0.917314735","0.875014196","0.152107508","1.673703189","0.741363035","-0.316820933","1.197365487","1.221112465","1.368072562","1.172440428","-15.41523686","13.60665115","2.142149511","-0.290598256","1.615762754","-1.999695133","2.049059391","2.436045584","-0.046330603","2.514952122","-0.741886153","1.213128669","1.29525196","0.447515792","1.188042945","0.959766547","0.973487275","0.175744733","0.515550042","-0.027092191","0.781581525","0.417430801"
"IMF.STA:QGDP_WCA(4.0.0)","U009.B1GQ_S1_Q.POP_PCH_PT.Q","OBS_VALUE","Oceania","Gross domestic product (GDP), Total economy, Constant prices","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","","Constant prices","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","0.679713272","0.603622312","0.517985179","0.524931277","0.294696894","0.917058021","0.865173657","0.863261033","0.660821751","0.609255772","0.510704134","0.900392391","0.240913544","1.036722516","0.674413398","0.946721651","0.75874699","0.178281321","1.013066641","0.485231782","0.59344916","0.890250115","0.565178574","0.984165729","0.730905939","0.316592643","0.410251496","0.857742253","0.207848432","0.676384243","0.6596657","-0.658679048","-6.488967494","4.398406031","2.518405635","2.114894243","1.40326922","-2.373204374","3.593071959","0.853715136","1.062081389","0.684059239","0.810283545","0.377818777","0.342353459","0.455527962","0.078398398","0.230453062","0.118632092","0.154215154","0.458254719","0.347606384","0.379545603","0.310668977"
"IMF.STA:QGDP_WCA(4.0.0)","U002.B1GQ_S1_V.POP_PCH_PT.Q","OBS_VALUE","Africa","Gross domestic product (GDP), Total economy, Current prices","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","","Current prices","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","1.705627474","0.733764329","0.75060491","1.95785893","1.31199534","1.159987827","1.6891215","1.620492291","0.921898722","1.626227973","1.012218798","1.58884086","0.616329941","0.384194555","0.686134409","1.197461847","0.851126475","0.217527724","0.170072493","2.14091796","1.557446284","1.845911729","1.543520695","0.440492178","1.480116213","2.436661009","1.349388582","-0.021523488","2.919113882","2.512593912","2.471226965","2.711003741","-15.11249751","15.16740835","4.285308307","-0.163780951","3.305053751","-1.303325905","2.647563059","4.627000387","4.022819093","3.140091705","-0.016228967","2.393379188","1.174449357","1.342485639","1.911723714","1.389609397","1.6771114","0.649154384","1.298398605","-0.433943844","1.32522366","2.24066678"
"IMF.STA:QGDP_WCA(4.0.0)","U019.B1GQ_S1.POP_PCH_PT.Q","OBS_VALUE","Americas","Gross domestic product (GDP), Total economy","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","Price deflator","","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","0.42698541","0.618544374","0.424806212","0.47031065","0.24440318","0.310782852","0.385818968","0.585808882","0.569367279","0.292038633","0.060945306","-0.069043714","0.450550425","0.555594996","-0.134514069","-0.101440801","0.489058656","0.271788338","0.516581661","0.515826557","0.189934982","0.454263348","0.709295613","0.80096551","0.784607966","0.401203449","0.535340403","0.275543977","0.460839349","0.483553935","0.419837085","1.003958223","-0.202423227","0.671949703","0.581094354","2.064869158","1.555693916","1.42153634","1.231514766","2.126304924","2.442446884","1.405324718","0.945455979","0.69556787","0.588985727","0.617341156","0.798045775","1.13919541","0.192570448","0.068454885","0.335313499","1.215608584","0.823408638","0.723657461"
"IMF.STA:QGDP_WCA(4.0.0)","U009.B1GQ_S1_V.POP_PCH_PT.Q","OBS_VALUE","Oceania","Gross domestic product (GDP), Total economy, Current prices","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","","Current prices","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","1.323134946","0.11349702","0.339259975","1.116104327","1.16518905","1.53853894","2.121662311","1.117875613","0.495276913","0.513004987","1.142780528","1.183648122","0.422428178","1.444588085","0.245547998","0.826614755","1.067094937","1.147008856","2.536353316","1.211305572","-0.415541447","1.004640354","0.835567496","1.908020185","1.440017715","1.506184082","1.221873063","1.86781436","1.605596543","1.78398672","0.520107568","0.600934642","-6.16342534","5.13598324","3.599625293","4.137236635","4.210043302","-0.982270307","3.086406392","3.725106654","4.27260419","1.622913791","1.668924958","1.79676821","0.093674048","1.078472146","1.143058737","1.235265977","0.254007367","0.302020684","1.457895917","1.286279004","0.424649096","1.706169662"
"IMF.STA:QGDP_WCA(4.0.0)","U019.B1GQ_S1_Q.POP_PCH_PT.Q","OBS_VALUE","Americas","Gross domestic product (GDP), Total economy, Constant prices","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","","Constant prices","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","0.491897766","0.466788704","0.263656419","0.894119803","0.462510368","0.80009586","0.729649878","-0.178944341","0.911919526","0.869993537","0.550456025","0.549088593","0.362340427","0.207461629","-0.04442173","0.253717426","0.190989479","0.620234849","0.466062389","0.535038983","0.502790596","0.500937802","1.056771502","0.753473956","0.217922372","0.544977475","-0.005915064","0.48855582","0.624317535","0.809457647","0.407183331","-1.994180925","-8.863762202","7.993727074","1.700839938","1.50887603","1.793027404","0.633059171","1.741773951","0.159857019","0.568590242","0.648865195","0.608795409","0.775243795","0.347173915","1.062050998","0.578447152","0.28125211","0.881092382","0.977663136","0.315379432","0.036770144","0.558292204","0.830852912"
"IMF.STA:QGDP_WCA(4.0.0)","U142.B1GQ_S1_Q.POP_PCH_PT.Q","OBS_VALUE","Asia","Gross domestic product (GDP), Total economy, Constant prices","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","","Constant prices","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","0.623473388","1.004315495","1.029458427","1.740659992","1.632108145","1.623725103","1.276526728","1.535096508","0.949617636","1.278148642","1.122521827","1.543971893","1.384765287","1.201052252","1.223832302","1.644556352","1.238724499","1.081814295","1.487117849","1.056851609","1.505833596","1.619251485","1.241067055","1.437835006","1.156087365","0.710351926","0.68036915","1.085151045","1.394051994","1.064729217","0.70638947","0.282619676","-11.50776755","11.69229191","3.236969042","1.169756376","-1.604800551","3.554448068","1.681619475","0.33960216","1.021150856","1.041970189","0.944003432","1.365631136","1.721906632","0.961188473","1.065748988","1.106557421","0.925142458","1.116335159","1.137909954","1.094860423","1.186269988","1.122072983"
"IMF.STA:QGDP_WCA(4.0.0)","U150.B1GQ_S1.POP_PCH_PT.Q","OBS_VALUE","Europe","Gross domestic product (GDP), Total economy","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","Price deflator","","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","0.38097892","0.521895504","0.370810995","0.48809391","0.298058852","0.363811414","0.406885133","0.614270952","0.378592411","0.369731549","0.100401856","0.144908043","0.069679582","0.340773642","0.250134717","0.033831432","0.198794641","0.496519649","0.361445542","0.464930032","0.500299469","0.310545957","0.687358353","0.61461227","0.870214183","1.258961487","1.648232056","1.755732875","1.420752355","1.160164752","0.945592734","0.762181369","2.370548314","-0.735177195","1.390113581","1.855280848","1.300517931","2.016471211","1.654224035","1.930488851","1.446054903","1.60558751","1.262109025","1.073236729","0.421077131","-0.069642675","0.749933353","0.842871963","0.52619488","0.765218134","0.760406391","0.689569669","0.615313439","0.811853911"
"IMF.STA:QGDP_WCA(4.0.0)","U002.B1GQ_S1.POP_PCH_PT.Q","OBS_VALUE","Africa","Gross domestic product (GDP), Total economy","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","Price deflator","","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","0.81642456","0.174951945","0.053144418","0.846539337","0.155449471","0.128124851","0.474717176","1.091392473","-0.242768124","0.468746556","-0.309128336","0.369598564","0.994060771","-0.42572335","-0.017243252","0.759219094","0.407794031","-0.296148923","-0.48298839","0.920569217","0.431413854","1.162870523","0.620513895","-0.430752869","1.325991773","0.750398379","0.603551043","0.296235983","1.701376698","1.275901258","1.088266133","1.520733618","0.357912385","1.373825555","2.098211959","0.127186907","1.662430071","0.710578634","0.586486217","2.138851408","4.071035832","0.609803321","0.731080975","1.166104175","-0.119257912","0.89098256","0.715184075","0.425756581","0.696840471","0.472579117","0.778833288","-0.406961908","0.539426081","1.815656868"
"IMF.STA:QGDP_WCA(4.0.0)","U150.B1GQ_S1_V.POP_PCH_PT.Q","OBS_VALUE","Europe","Gross domestic product (GDP), Total economy, Current prices","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","","Current prices","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","0.115982847","0.577798394","0.067783858","0.450123809","1.020316497","0.860860433","0.721201229","1.003080997","0.752414148","0.839480196","0.341091435","0.691270355","0.423119462","0.684554508","0.687019492","0.499374303","0.562931571","0.993768829","1.015014932","1.311047096","1.194375062","1.01574864","1.589433405","0.985943211","1.518046685","1.546143435","2.109292999","2.481696938","1.88299748","1.611571962","1.312229714","-2.065109025","-8.758296639","9.993576631","1.779878991","2.625470921","4.483973796","3.188439523","2.211305322","2.192201883","1.89693651","1.805588092","1.335636314","1.552560976","0.653454162","0.393145705","1.026871847","1.352788941","1.080708823","1.196514315","1.156359534","1.040713104","0.77254256","1.028166667"
"IMF.STA:QGDP_WCA(4.0.0)","U019.B1GQ_S1_V.POP_PCH_PT.Q","OBS_VALUE","Americas","Gross domestic product (GDP), Total economy, Current prices","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","","Current prices","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","0.920983508","1.088220373","0.68958266","1.368635594","0.708043938","1.113365272","1.118283973","0.405816269","1.486478977","1.164572887","0.611736808","0.479665768","0.814523378","0.764209272","-0.178876046","0.152019252","0.680982185","0.893708913","0.985051643","1.053625413","0.693680553","0.957476726","1.773562749","1.560474532","1.004240174","0.948367392","0.529393674","0.765445983","1.088033985","1.296925747","0.828729922","-1.010243446","-9.048243116","8.719390602","2.291817777","3.604901504","3.376615338","2.063594677","2.99473892","2.289560991","3.02492464","2.063308575","1.56000728","1.476204012","0.938204448","1.685948631","1.3811092","1.423651532","1.075359553","1.046787279","0.651750441","1.25282571","1.386297868","1.560522902"
"IMF.STA:QGDP_WCA(4.0.0)","U142.B1GQ_S1.POP_PCH_PT.Q","OBS_VALUE","Asia","Gross domestic product (GDP), Total economy","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","Price deflator","","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","0.789807999","0.37608662","0.514332204","0.185817983","0.27115694","0.569778312","0.595561053","0.376806739","0.414810681","0.385122628","-0.1148033","0.26201792","0.435569983","0.102968301","-0.152461378","0.122043074","0.664261992","-0.03520938","0.765361542","0.717107171","-0.244027411","0.704150529","0.416946669","0.879967582","0.547432941","1.015454879","0.410605421","-0.174498099","1.038967062","0.344636534","1.090078495","0.264120288","-1.047251739","1.285707266","1.663784604","1.511084464","0.052118147","1.513416104","3.011654512","1.88557302","2.318210595","0.108246198","0.83913937","1.023298867","0.416696521","1.746174421","0.43995797","0.595509158","0.436995388","0.094400859","0.70881512","0.882206034","1.118291921","0.13780176"
"IMF.STA:QGDP_WCA(4.0.0)","U150.B1GQ_S1_Q.POP_PCH_PT.Q","OBS_VALUE","Europe","Gross domestic product (GDP), Total economy, Constant prices","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","","Constant prices","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","-0.263990326","0.05561265","-0.30190763","-0.037785672","0.720111289","0.495247253","0.313042373","0.386436279","0.372411814","0.468018237","0.240448165","0.545571735","0.353193776","0.34261333","0.435794701","0.465385424","0.363414481","0.494792438","0.6512156","0.842201417","0.690620423","0.703019484","0.895916892","0.369062636","0.642243608","0.28361139","0.453584812","0.713437997","0.455769766","0.446230205","0.363202563","-2.805904315","-10.87113934","10.80821335","0.384421514","0.75616116","3.14258597","1.14880303","0.548015876","0.256756378","0.44445455","0.196840141","0.072610861","0.474234587","0.231402648","0.463110903","0.274877099","0.505654955","0.551611392","0.428020887","0.392965013","0.348738639","0.156267586","0.214570755"
"IMF.STA:QGDP_WCA(4.0.0)","U142.B1GQ_S1_V.POP_PCH_PT.Q","OBS_VALUE","Asia","Gross domestic product (GDP), Total economy, Current prices","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","","Current prices","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","1.418205629","1.384179211","1.549085467","1.929712435","1.907690659","2.202755049","1.879690277","1.917687593","1.368367433","1.66819371","1.006429835","1.810035296","1.826366892","1.305257256","1.069505053","1.768606493","1.911214867","1.046224015","2.263861219","1.781537539","1.258131538","2.334803982","1.663188312","2.33045507","1.709849109","1.733020108","1.093768203","0.908759379","2.447502798","1.413035197","1.804168165","0.54748642","-12.43450399","13.12832782","4.954609839","2.698516846","-1.553518797","5.121657761","4.743918556","2.231578627","3.363033878","1.15134428","1.791064307","2.402904491","2.145778278","2.724146921","1.510395805","1.70865623","1.366180676","1.211789848","1.854790751","1.986725382","2.31782787","1.261420979"
"IMF.STA:QGDP_WCA(4.0.0)","U009.B1GQ_S1.POP_PCH_PT.Q","OBS_VALUE","Oceania","Gross domestic product (GDP), Total economy","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","Price deflator","","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","0.639077778","-0.487184537","-0.177804205","0.588086002","0.867934381","0.615833369","1.24571109","0.252435403","-0.164458064","-0.095667923","0.628864755","0.280728077","0.181078391","0.403680522","-0.425992451","-0.118980482","0.306025984","0.967003549","1.508009533","0.722567662","-1.003038085","0.113380865","0.26886933","0.914850808","0.703966443","1.185837166","0.808305481","1.001481974","1.394848939","1.10016116","-0.138643549","1.267965513","0.348132349","0.706502367","1.054659065","1.980457804","2.767932537","1.424746206","-0.489092135","2.847085518","3.176782782","0.932475865","0.851739905","1.413608555","-0.247830953","0.620119367","1.063826315","1.002502617","0.135214867","0.147577942","0.995081192","0.935421037","0.044932952","1.391178724"
