transactionid,accountid,transactionamount,transactiondate,transactiontype,location,deviceid,ip_address,merchantid,channel,customerage,customeroccupation,transactionduration,loginattempts,accountbalance,previoustransactiondate,log_amount,high_value_txn,time_since_last_txn_mins,txn_hour,is_night_txn,high_login_attempts,long_txn_duration,fraud_flag,fraud_score,fraud_risk_score,fraud_risk_bucket,expected_fraud_loss
TX001109,AC00390,43.65,2023-10-30 16:23:34,Credit,Charlotte,D000236,41.82.55.163,M066,Branch,30,Engineer,212,1,2870.67,2024-11-04 08:11:55,3.798854307322508,0,0.0,16,0,0,0,0,-0.20365265267017935,16.32421487457611,Low,7.125519792752471
TX001110,AC00061,391.08,2023-04-28 17:12:06,Debit,Fresno,D000290,35.220.238.127,M029,Online,56,Retired,105,1,6885.16,2024-11-04 08:10:52,5.971465900601292,0,0.0,17,0,0,0,0,-0.2583942437827313,1.8198022662161135,Low,7.116882702717977
TX001111,AC00345,390.77,2023-10-30 16:02:32,Debit,Portland,D000548,180.224.54.115,M045,Online,44,Doctor,34,1,5500.56,2024-11-04 08:09:06,5.970674932900425,0,0.0,16,0,0,0,0,-0.24004266474631358,6.68226367717241,Low,26.11228177128663
TX001112,AC00254,508.16,2023-03-28 18:19:10,Debit,Mesa,D000010,7.28.148.225,M038,ATM,39,Engineer,131,1,5609.44,2024-11-04 08:09:54,6.232762309002234,0,0.0,18,0,0,0,0,-0.2518320203672133,3.5585386476854817,Low,18.083069992078546
TX001113,AC00271,36.76,2023-04-10 16:51:43,Credit,Philadelphia,D000380,58.1.27.124,M053,Online,65,Retired,108,1,1228.93,2024-11-04 08:12:08,3.6312503412773,0,0.0,16,0,0,0,0,-0.21257871582349502,13.959152034554215,Low,5.131384287902129
TX001114,AC00451,332.33,2023-06-20 17:05:38,Debit,Kansas City,D000128,52.1.78.30,M039,ATM,27,Student,101,1,192.63,2024-11-04 08:11:27,5.809132990264027,0,0.0,17,0,0,0,0,-0.24028995430011674,6.6167414727716745,Low,21.989416936462103
TX001115,AC00061,362.09,2023-02-27 16:59:07,Debit,New York,D000449,187.52.200.18,M093,Branch,32,Engineer,31,1,6590.28,2024-11-04 08:07:38,5.894650737418622,0,0.0,16,0,0,0,0,-0.23401681447106965,8.278881841387536,Low,29.977003259480128
TX001116,AC00245,42.58,2023-02-06 16:32:53,Debit,San Jose,D000388,214.247.164.80,M057,Online,30,Doctor,80,1,13485.0,2024-11-04 08:10:23,3.774598329516474,0,0.0,16,0,0,0,0,-0.17662895869879458,23.48445263158826,Low,9.99967993053028
TX001117,AC00105,122.35,2023-04-12 17:50:15,Credit,Atlanta,D000649,219.219.117.136,M008,Branch,53,Retired,188,1,6472.5,2024-11-04 08:09:08,4.815025842975365,0,0.0,17,0,0,0,0,-0.24349629749513557,5.767184057296827,Low,7.056149694102667
TX001118,AC00122,248.66,2023-02-03 17:46:54,Debit,Chicago,D000129,175.166.115.182,M058,Online,28,Engineer,113,1,2571.39,2024-11-04 08:11:30,5.520099992222905,0,0.0,17,0,0,0,0,-0.2600657750427896,1.3769108816049254,Low,3.423826598198807
TX001119,AC00202,461.25,2023-08-28 17:32:47,Credit,Sacramento,D000612,136.172.149.77,M044,Online,54,Doctor,171,1,676.1,2024-11-04 08:09:11,6.136105870267234,0,0.0,17,0,0,0,0,-0.2255865581766573,10.512574965815984,Low,48.48925202982623
TX001120,AC00423,61.77,2023-09-28 17:06:32,Debit,Charlotte,D000327,55.154.161.250,M082,Branch,56,Doctor,49,1,12352.2,2024-11-04 08:11:35,4.13947725232944,0,0.0,17,0,0,0,0,-0.19175948402912207,19.475446354786936,Low,12.02998321335189
TX001121,AC00362,268.92,2023-08-14 16:32:28,Debit,Chicago,D000127,199.6.127.153,M022,Branch,29,Engineer,148,1,8765.38,2024-11-04 08:06:36,5.598125618797658,0,0.0,16,0,0,0,0,-0.23827581243272172,7.150411468523248,Low,19.228886521152717
TX001122,AC00426,303.97,2023-02-02 16:55:25,Debit,Fort Worth,D000215,7.146.35.122,M056,Online,24,Student,77,5,1590.88,2024-11-04 08:07:47,5.7202134111139475,0,0.0,16,0,1,0,1,0.026971721009220406,77.43078860410014,High,235.36636811988322
TX001123,AC00204,219.02,2024-01-01 16:30:58,Credit,San Diego,D000442,187.223.139.194,M093,Online,54,Engineer,68,1,7375.73,2024-11-04 08:09:13,5.3937184513112895,0,0.0,16,0,0,0,0,-0.257501917147828,2.056234445680096,Low,4.503564682928546
TX001124,AC00369,125.14,2023-08-28 17:19:18,Debit,Baltimore,D000133,48.89.167.189,M080,Branch,20,Student,31,1,1845.18,2024-11-04 08:10:42,4.837392401235505,0,0.0,17,0,0,0,0,-0.22554870669486926,10.522604150180806,Low,13.167986833536261
TX001125,AC00365,47.6,2023-02-23 18:42:51,Debit,Austin,D000591,163.58.140.206,M026,Online,53,Engineer,115,1,1382.51,2024-11-04 08:08:20,3.883623530906448,0,0.0,18,0,0,0,0,-0.23556394841861017,7.868950951921973,Low,3.7456206531148593
TX001126,AC00063,592.82,2023-09-14 17:25:49,Debit,Memphis,D000450,193.108.17.115,M076,Online,74,Retired,248,1,7508.98,2024-11-04 08:12:14,6.386576243136655,0,0.0,17,0,0,0,0,-0.16352415143681454,26.956721665383434,Low,159.80483737672608
TX001127,AC00455,372.5,2023-10-16 18:15:48,Debit,Nashville,D000628,205.45.234.42,M073,ATM,22,Student,211,1,3901.82,2024-11-04 08:10:26,5.922918004572872,0,0.0,18,0,0,0,0,-0.20388423987969467,16.262853186445366,Low,60.579128119508994
TX001128,AC00415,4.72,2023-04-17 16:03:52,Debit,Fort Worth,D000610,45.64.74.86,M051,Branch,32,Engineer,20,1,4792.01,2024-11-04 08:09:28,1.7439688053917064,0,0.0,16,0,0,0,0,-0.13762709669851358,33.81844343180599,Medium,1.5962305299812427
TX001129,AC00279,144.93,2023-05-16 16:32:00,Debit,Fresno,D000136,141.121.30.32,M093,Branch,42,Engineer,74,1,6887.52,2024-11-04 08:09:18,4.983127054679654,0,0.0,16,0,0,0,0,-0.25740362218681045,2.0822788233268787,Low,3.0178466986476455
TX001130,AC00262,316.56,2023-08-29 18:30:14,Debit,Denver,D000457,13.188.62.74,M052,Online,28,Engineer,261,1,8643.51,2024-11-04 08:09:57,5.760666776856913,0,0.0,18,0,0,0,0,-0.16629904310558136,26.22148228177578,Low,83.00672431118942
TX001131,AC00306,9.18,2023-07-06 18:10:59,Debit,San Francisco,D000535,82.88.241.226,M096,Online,22,Student,140,1,887.32,2024-11-04 08:09:48,2.3204250111223765,0,0.0,18,0,0,0,0,-0.17761056824513238,23.22436392040858,Low,2.1319966078935075
TX001132,AC00164,421.25,2023-01-05 16:13:59,Debit,Fort Worth,D000422,156.134.123.253,M007,Online,25,Student,66,1,7174.69,2024-11-04 08:07:46,6.04559755568791,0,0.0,16,0,0,0,0,-0.2327083604212733,8.62557175360264,Low,36.33522101205112
TX001133,AC00236,185.71,2023-08-07 16:15:16,Debit,Virginia Beach,D000635,32.71.250.58,M084,Branch,48,Engineer,194,1,2679.91,2024-11-04 08:09:41,5.2295566109772444,0,0.0,16,0,0,0,0,-0.2347533275942501,8.083734239482487,Low,15.012302856142927
TX001134,AC00095,1432.02,2023-09-08 17:50:09,Debit,Louisville,D000263,105.87.212.115,M081,Branch,60,Retired,138,1,4315.07,2024-11-04 08:09:36,7.267539384464902,1,0.0,17,0,0,0,0,-0.0633706319919819,53.4935456904741,Medium,766.0382729967272
TX001135,AC00016,26.27,2023-03-17 16:22:52,Credit,Portland,D000332,62.27.235.199,M027,Online,45,Engineer,177,1,8853.93,2024-11-04 08:10:21,3.305787196857497,0,0.0,16,0,0,0,0,-0.2057812158902939,15.76022762868033,Low,4.140211798054322
TX001136,AC00386,297.03,2023-09-08 17:08:30,Debit,Austin,D000329,198.39.35.23,M041,Online,61,Retired,151,1,1088.62,2024-11-04 08:10:10,5.697194152579344,0,0.0,17,0,0,0,0,-0.2387438154016719,7.026408712563269,Low,20.870541798926677
TX001137,AC00032,341.67,2023-03-06 16:45:24,Debit,Omaha,D000160,140.94.123.72,M037,Branch,53,Retired,96,5,1442.29,2024-11-04 08:09:03,5.836767884926147,0,0.0,16,0,1,0,1,0.017726058895199515,74.98104435272246,High,256.18773423994685
TX001138,AC00152,99.52,2023-04-10 17:49:04,Debit,San Diego,D000335,24.181.236.233,M083,ATM,52,Engineer,127,1,3798.09,2024-11-04 08:11:40,4.610356712675391,0,0.0,17,0,0,0,0,-0.25531263076742294,2.6363109895636874,Low,2.6236566968137813
TX001139,AC00020,881.1,2023-11-13 16:46:06,Debit,Phoenix,D000309,87.50.72.69,M093,Branch,28,Student,16,1,9951.68,2024-11-04 08:08:10,6.7823054282647215,1,0.0,16,0,0,0,0,-0.031439867123897125,61.95396817974721,High,545.8764136317527
TX001140,AC00360,139.69,2023-06-15 17:22:42,Debit,Indianapolis,D000502,147.119.62.178,M025,Online,52,Engineer,180,1,9567.94,2024-11-04 08:07:56,4.946558888389122,0,0.0,17,0,0,0,0,-0.22888947085643446,9.637430357425394,Low,13.462526466287533
TX001141,AC00286,42.72,2023-08-17 16:55:10,Debit,Nashville,D000193,186.135.2.148,M001,ATM,37,Engineer,143,1,2669.66,2024-11-04 08:06:59,3.777805663308338,0,0.0,16,0,0,0,0,-0.24077088186271345,6.4893141974428765,Low,2.7722350251475967
TX001142,AC00241,112.72,2023-03-27 16:34:18,Debit,Washington,D000602,189.248.139.91,M028,Branch,31,Doctor,17,1,9630.0,2024-11-04 08:12:19,4.733739286782799,0,0.0,16,0,0,0,0,-0.20412686759895238,16.198566188592064,Low,18.259023807780974
TX001143,AC00331,568.88,2023-02-10 16:28:47,Debit,Nashville,D000321,213.15.9.253,M076,Branch,19,Student,105,1,1307.86,2024-11-04 08:08:34,6.34542581234903,0,0.0,16,0,0,0,0,-0.23067435292291122,9.164505376194716,Low,52.1350381840965
TX001144,AC00258,189.03,2023-04-20 17:54:10,Debit,Oklahoma City,D000074,41.82.55.163,M046,ATM,28,Student,50,1,1916.46,2024-11-04 08:09:07,5.247181954433266,0,0.0,17,0,0,0,0,-0.24652094902752286,4.965767932360805,Low,9.38679112254163
TX001145,AC00040,199.8,2023-07-24 16:18:50,Debit,Detroit,D000138,35.246.53.10,M038,ATM,20,Student,163,1,167.28,2024-11-04 08:11:34,5.302309387817574,0,0.0,16,0,0,0,0,-0.22477597312279207,10.7273487755735,Low,21.433242853595853
TX001146,AC00143,189.08,2023-03-13 16:13:13,Debit,Miami,D000641,210.136.14.108,M011,Branch,68,Doctor,238,1,10790.8,2024-11-04 08:08:48,5.24744503617428,0,0.0,16,0,0,0,0,-0.16049417886749867,27.759547660101237,Low,52.487752715719424
TX001147,AC00068,958.9,2023-07-04 16:30:15,Debit,Memphis,D000183,160.212.125.105,M097,Branch,31,Engineer,135,1,9977.49,2024-11-04 08:06:56,6.866829112369492,1,0.0,16,0,0,0,0,-0.055824497365057124,55.49298063568988,Medium,532.1221913156303
TX001148,AC00052,409.59,2023-03-20 16:08:11,Debit,Albuquerque,D000430,137.33.78.168,M042,Online,35,Doctor,50,1,14563.02,2024-11-04 08:11:25,6.017595149685235,0,0.0,16,0,0,0,0,-0.16636297921435372,26.20454167622596,Low,107.33118225165391
TX001149,AC00352,349.34,2023-01-09 16:53:25,Credit,Indianapolis,D000402,199.59.68.207,M047,ATM,28,Student,245,1,614.14,2024-11-04 08:10:29,5.858904111523501,0,0.0,16,0,0,0,0,-0.19493493270114626,18.634074797628326,Low,65.09627689803479
TX001150,AC00254,283.15,2023-08-11 16:31:43,Debit,Baltimore,D000383,36.77.94.252,M089,Online,24,Student,180,1,603.79,2024-11-04 08:11:16,5.649502267743131,0,0.0,16,0,0,0,0,-0.23876847402890583,7.019875126372442,Low,19.87677642032357
TX001151,AC00100,151.82,2023-07-17 16:32:45,Debit,Chicago,D000347,165.114.224.47,M013,ATM,51,Retired,105,1,2197.12,2024-11-04 08:11:54,5.02926075821942,0,0.0,16,0,0,0,0,-0.2552600274634226,2.6502488384693863,Low,4.023607786564223
TX001152,AC00412,438.59,2023-10-30 17:48:09,Debit,San Jose,D000347,193.217.248.188,M035,Online,37,Engineer,103,1,8994.39,2024-11-04 08:09:32,6.085842474318043,0,0.0,17,0,0,0,0,-0.2430331438803905,5.889901921224164,Low,25.832520836297057
TX001153,AC00012,590.57,2023-06-28 16:07:37,Debit,Milwaukee,D000540,150.231.20.169,M050,ATM,79,Retired,93,1,3224.6,2024-11-04 08:07:19,6.382780019611705,0,0.0,16,0,0,0,0,-0.19646215625185875,18.22941939623172,Low,107.65748212832567
TX001154,AC00353,63.74,2023-09-12 17:50:26,Debit,Chicago,D000658,100.128.70.210,M092,Online,63,Retired,31,1,4336.4,2024-11-04 08:08:53,4.170379248498098,0,0.0,17,0,0,0,0,-0.21601718817000892,13.048089337203464,Low,8.316852143533488
TX001155,AC00445,77.02,2023-08-17 16:18:22,Credit,Miami,D000560,195.237.152.198,M053,Online,59,Doctor,132,1,800.83,2024-11-04 08:07:54,4.35696520407851,0,0.0,16,0,0,0,0,-0.22658247617806054,10.24869506530769,Low,7.893544939299982
TX001156,AC00281,501.15,2023-08-21 18:07:14,Debit,Phoenix,D000322,180.224.54.115,M088,Branch,47,Engineer,208,1,8821.84,2024-11-04 08:11:33,6.218898879839348,0,0.0,18,0,0,0,0,-0.20808670510856614,15.149361809723924,Low,75.92102670943144
TX001157,AC00211,917.81,2023-08-30 18:38:56,Debit,Kansas City,D000217,42.61.10.112,M047,ATM,64,Retired,75,2,3173.17,2024-11-04 08:09:46,6.8230793545171435,1,0.0,18,0,0,0,0,-0.016325718084584828,65.95863537036102,High,605.3749512927104
TX001158,AC00379,8.95,2023-10-04 16:01:18,Debit,Oklahoma City,D000686,11.167.243.171,M008,Online,76,Retired,102,1,3299.84,2024-11-04 08:09:45,2.2975725511705014,0,0.0,16,0,0,0,0,-0.1490456179750942,30.792975216380164,Medium,2.7559712818660245
TX001159,AC00108,173.6,2023-11-28 16:38:08,Debit,Austin,D000165,151.247.130.190,M043,Online,21,Student,160,1,421.44,2024-11-04 08:09:35,5.162497643405501,0,0.0,16,0,0,0,0,-0.23400454154483952,8.28213369399788,Low,14.377784092780319
TX001160,AC00243,149.4,2023-05-02 16:30:52,Debit,Chicago,D000077,154.138.163.229,M039,ATM,53,Retired,123,1,1035.22,2024-11-04 08:10:16,5.0132984115157395,0,0.0,16,0,0,0,0,-0.2462485307886263,5.0379482701751455,Low,7.526694715641667
TX001161,AC00032,388.21,2023-12-19 16:39:57,Credit,Columbus,D000387,145.246.171.225,M013,Branch,53,Doctor,237,1,9724.49,2024-11-04 08:08:17,5.964119043712501,0,0.0,16,0,0,0,0,-0.19067468412837596,19.762876534256485,Low,76.72146299363709
TX001162,AC00460,484.3,2023-10-17 17:46:52,Credit,Boston,D000407,93.160.83.196,M026,Online,61,Retired,230,3,7910.3,2024-11-04 08:11:08,6.18476725641117,0,0.0,17,0,1,0,0,-0.00789622695682668,68.19212575510578,High,330.2544650319773
TX001163,AC00459,126.04,2023-06-19 16:38:13,Credit,Charlotte,D000258,221.169.49.152,M019,Branch,65,Retired,167,1,6041.69,2024-11-04 08:08:06,4.844501997498826,0,0.0,16,0,0,0,0,-0.24125835800880724,6.3601517997854895,Low,8.016335328449632
TX001164,AC00309,52.04,2023-07-27 16:28:26,Credit,Colorado Springs,D000310,105.87.212.115,M070,Branch,50,Doctor,31,1,8436.12,2024-11-04 08:07:38,3.971046345877607,0,0.0,16,0,0,0,0,-0.21536059506932975,13.22206121223487,Low,6.880760654847026
TX001165,AC00109,389.7,2023-03-10 16:40:00,Credit,Austin,D000423,155.164.18.235,M030,Branch,62,Doctor,216,1,7125.15,2024-11-04 08:10:42,5.967940002061025,0,0.0,16,0,0,0,0,-0.21212741707191402,14.078728816476941,Low,54.86480619781064
TX001166,AC00393,161.1,2023-04-10 17:28:48,Credit,Miami,D000001,117.67.192.211,M002,ATM,19,Student,104,1,239.12,2024-11-04 08:10:34,5.08821342874163,0,0.0,17,0,0,0,0,-0.2288135982848632,9.657533665739255,Low,15.558286735505938
TX001167,AC00175,309.77,2023-05-08 16:31:56,Credit,San Antonio,D000384,40.10.25.102,M010,Online,67,Retired,137,1,4378.14,2024-11-04 08:06:24,5.73905308873812,0,0.0,16,0,0,0,0,-0.24448510462962947,5.505188262558208,Low,17.053421680926558
TX001168,AC00010,838.57,2023-06-26 16:08:25,Debit,Phoenix,D000430,115.30.82.168,M040,ATM,41,Doctor,273,1,14576.47,2024-11-04 08:11:25,6.73288985600748,0,0.0,16,0,0,1,0,-0.016960150175189703,65.79053530919916,High,551.6996919423515
TX001169,AC00120,202.55,2023-11-14 18:49:52,Debit,Dallas,D000028,51.250.46.149,M029,ATM,21,Student,34,2,701.73,2024-11-04 08:09:12,5.315911674948988,0,0.0,18,0,0,0,0,-0.12699938553508994,36.63437743489025,Medium,74.2029314943702
TX001170,AC00477,724.18,2023-02-06 16:07:26,Debit,Fort Worth,D000144,104.155.121.252,M002,Branch,41,Doctor,134,1,10922.78,2024-11-04 08:08:21,6.586419899901392,0,0.0,16,0,0,0,0,-0.20723714588809533,15.374462272069087,Low,111.33878088186991
TX001171,AC00410,124.98,2023-02-21 16:52:16,Debit,Washington,D000424,40.192.99.27,M062,ATM,24,Student,78,1,642.0,2024-11-04 08:08:27,4.836123164193783,0,0.0,16,0,0,0,0,-0.24685091638674228,4.878339294863419,Low,6.096948450720301
TX001172,AC00044,487.32,2023-10-19 18:11:23,Debit,Kansas City,D000345,35.73.67.98,M005,Branch,52,Doctor,164,1,7707.96,2024-11-04 08:09:23,6.1909709286560375,0,0.0,18,0,0,0,0,-0.24612827220263372,5.06981216224485,Low,24.706208629051602
TX001173,AC00490,635.91,2023-11-28 16:55:41,Credit,Jacksonville,D000281,155.37.19.43,M074,Branch,46,Doctor,78,1,13267.09,2024-11-04 08:10:43,6.45662835830603,0,0.0,16,0,0,0,0,-0.1907295844004508,19.748330077306644,Low,125.58160579460068
TX001174,AC00342,205.65,2023-07-13 16:44:25,Debit,Houston,D000105,157.164.245.130,M080,Branch,62,Retired,144,1,3582.16,2024-11-04 08:09:27,5.331026540957741,0,0.0,16,0,0,0,0,-0.2506876433127728,3.86175447754722,Low,7.941698083075858
TX001175,AC00462,39.41,2023-11-27 16:27:56,Debit,Louisville,D000356,58.190.9.136,M030,Branch,25,Student,132,1,921.91,2024-11-04 08:11:02,3.6990772790903823,0,0.0,16,0,0,0,0,-0.23656378301477232,7.6040333046977295,Low,2.996749525381375
TX001176,AC00267,254.0,2023-05-15 17:33:32,Debit,Nashville,D000436,49.31.186.82,M098,Branch,35,Doctor,63,1,5788.53,2024-11-04 08:08:07,5.541263545158426,0,0.0,17,0,0,0,0,-0.2545285370180174,2.8440656242733464,Low,7.2239266856543
TX001177,AC00363,436.8,2023-11-16 16:30:01,Debit,Houston,D000033,153.178.166.93,M098,Branch,36,Engineer,213,1,4515.43,2024-11-04 08:06:59,6.081762185088762,0,0.0,16,0,0,0,0,-0.22344761465761304,11.079312591004992,Low,48.394437397509805
TX001178,AC00211,224.73,2023-02-09 16:27:52,Debit,Miami,D000005,3.102.127.165,M002,Branch,76,Retired,63,1,7551.89,2024-11-04 08:08:39,5.4193395947954865,0,0.0,16,0,0,0,0,-0.21138047063089582,14.276640845643183,Low,32.08389497241392
TX001179,AC00204,752.69,2023-05-29 18:55:01,Credit,Dallas,D000181,1.98.25.114,M056,ATM,65,Doctor,115,1,14489.69,2024-11-04 08:09:14,6.624981142882939,0,0.0,18,0,0,0,0,-0.1556269069855562,29.049187186793308,Low,218.65032703627455
TX001180,AC00456,78.5,2023-02-14 16:06:36,Credit,San Jose,D000574,166.41.54.117,M007,Branch,31,Doctor,41,1,13991.5,2024-11-04 08:11:54,4.375757021660286,0,0.0,16,0,0,0,0,-0.17275247195614757,24.51157226847615,Low,19.241584230753777
TX001181,AC00016,50.0,2023-02-24 18:05:12,Credit,Jacksonville,D000309,150.231.20.169,M018,ATM,53,Doctor,87,1,185.87,2024-11-04 08:11:22,3.9318256327243257,0,0.0,18,0,0,0,0,-0.20362048910418168,16.332736980395563,Low,8.166368490197781
TX001182,AC00093,132.42,2023-07-24 16:22:38,Debit,Denver,D000019,203.174.215.229,M069,ATM,18,Student,164,1,726.39,2024-11-04 08:11:58,4.893502047281369,0,0.0,16,0,0,0,0,-0.2293430236264326,9.51725634746299,Low,12.60275085531049
TX001183,AC00401,11.67,2023-11-13 16:30:21,Debit,Fort Worth,D000017,43.98.242.106,M078,Branch,76,Retired,105,1,7458.63,2024-11-04 08:10:20,2.5392369943330477,0,0.0,16,0,0,0,0,-0.15984785627323517,27.93079824662564,Low,3.2595241553812118
TX001184,AC00366,83.16,2023-08-16 16:11:56,Debit,Los Angeles,D000037,45.64.74.86,M091,ATM,61,Retired,177,1,3065.87,2024-11-04 08:08:46,4.4327197489894,0,0.0,16,0,0,0,0,-0.22800514068443883,9.871743782299621,Low,8.209342129360364
TX001185,AC00107,149.02,2023-09-01 16:35:51,Credit,Fort Worth,D000346,199.59.68.207,M019,Branch,46,Engineer,176,1,9379.72,2024-11-04 08:06:40,5.010768618541491,0,0.0,16,0,0,0,0,-0.23466063913845325,8.108293109248349,Low,12.082978391401891
TX001186,AC00060,74.27,2023-07-13 17:17:07,Credit,Memphis,D000249,190.164.160.79,M090,Online,59,Doctor,148,1,13696.61,2024-11-04 08:11:20,4.321081649046441,0,0.0,17,0,0,0,0,-0.18481522522108573,21.31540739654595,Low,15.830953073414676
TX001187,AC00384,876.57,2023-09-11 16:16:06,Credit,Portland,D000359,195.164.171.146,M056,ATM,62,Retired,118,1,3743.63,2024-11-04 08:06:54,6.77715672423817,0,0.0,16,0,0,0,0,-0.2164311704747776,12.93839997599036,Low,113.41413266953869
TX001188,AC00483,615.58,2023-09-25 16:40:00,Debit,Jacksonville,D000649,168.55.199.214,M059,ATM,42,Doctor,133,1,14343.0,2024-11-04 08:10:55,6.424188078986973,0,0.0,16,0,0,0,0,-0.1762832030147184,23.576064566893827,Low,145.12953826088503
TX001189,AC00126,643.03,2023-08-01 16:23:37,Credit,Jacksonville,D000384,104.155.121.252,M002,Online,36,Engineer,52,1,2882.16,2024-11-04 08:08:22,6.467745308870291,0,0.0,16,0,0,0,0,-0.22285863095919128,11.235370579234496,Low,72.24680343565159
TX001190,AC00437,7.95,2023-01-09 16:45:12,Debit,Phoenix,D000147,101.120.142.50,M087,ATM,79,Retired,65,1,5631.2,2024-11-04 08:10:06,2.191653532286764,0,0.0,16,0,0,0,0,-0.13294924733881497,35.057893288009815,Medium,2.7871025163967804
TX001191,AC00382,270.92,2023-04-21 17:03:13,Credit,Louisville,D000108,171.101.134.74,M066,Branch,77,Retired,143,1,4574.43,2024-11-04 08:06:51,5.605507905387861,0,0.0,17,0,0,0,0,-0.2185809722632946,12.36878532772905,Low,33.50951320988354
TX001192,AC00339,499.48,2023-01-17 16:57:06,Debit,Charlotte,D000242,200.13.225.150,M012,ATM,24,Student,133,1,1242.62,2024-11-04 08:08:44,6.215567637916892,0,0.0,16,0,0,0,0,-0.2478613580283202,4.610611189263025,Low,23.02908076813096
TX001193,AC00498,841.5,2023-05-22 16:33:16,Credit,Atlanta,D000659,207.157.126.125,M020,Branch,25,Student,287,1,352.31,2024-11-04 08:09:07,6.736373662226517,0,0.0,16,0,0,1,0,-0.03568270837319332,60.82977871318545,High,511.88258787145554
TX001194,AC00178,138.82,2023-10-16 16:12:20,Debit,Fort Worth,D000493,83.207.115.164,M030,Online,77,Retired,53,1,3100.22,2024-11-04 08:11:48,4.940355881083839,0,0.0,16,0,0,0,0,-0.19911855542966816,17.525575957552032,Low,24.32900454427373
TX001195,AC00201,231.46,2023-06-08 16:42:30,Credit,Miami,D000135,77.208.193.198,M047,Branch,60,Engineer,83,1,4707.24,2024-11-04 08:08:31,5.448718167215562,0,0.0,16,0,0,0,0,-0.25551868527804517,2.581714482937976,Low,5.975636342208239
TX001196,AC00124,292.08,2023-12-29 18:07:04,Debit,Columbus,D000631,218.54.207.160,M067,ATM,72,Retired,32,1,7950.48,2024-11-04 08:09:34,5.6804456092917635,0,0.0,18,0,0,0,0,-0.2087289868735146,14.979181887286448,Low,43.75119445638625
TX001197,AC00404,63.98,2023-10-30 16:01:43,Debit,Baltimore,D000150,182.225.2.156,M026,Online,54,Doctor,258,1,7954.12,2024-11-04 08:06:53,4.174079530240954,0,0.0,16,0,0,0,0,-0.16710481367159552,26.007984125810392,Low,16.639908243693487
TX001198,AC00347,235.21,2023-10-16 16:44:52,Debit,Boston,D000300,106.244.1.47,M007,Branch,67,Doctor,74,1,5946.61,2024-11-04 08:10:59,5.4647212398696166,0,0.0,16,0,0,0,0,-0.24508981987536738,5.344962020381311,Low,12.571885168138882
TX001199,AC00480,201.73,2023-09-05 18:45:22,Debit,Baltimore,D000246,214.67.148.245,M096,Online,57,Engineer,78,1,6650.71,2024-11-04 08:12:07,5.311875044480103,0,0.0,18,0,0,0,0,-0.25609299937946056,2.429543372737667,Low,4.901117845823696
TX001200,AC00303,161.31,2023-09-11 16:24:57,Debit,Nashville,D000577,34.86.220.205,M051,ATM,28,Student,13,1,1268.67,2024-11-04 08:08:54,5.089508086916979,0,0.0,16,0,0,0,0,-0.21782018081256938,12.570365751059148,Low,20.27725699303351
TX001201,AC00249,18.41,2023-12-01 17:26:46,Debit,Atlanta,D000028,58.190.9.136,M072,Branch,53,Doctor,168,1,8287.54,2024-11-04 08:11:30,2.9657883971809187,0,0.0,17,0,0,0,0,-0.20379844893020765,16.285584482780255,Low,2.998176103279845
TX001202,AC00263,471.75,2023-06-06 18:31:06,Credit,San Jose,D000443,100.4.40.132,M048,Branch,34,Doctor,41,1,12948.5,2024-11-04 08:10:54,6.158566707538567,0,0.0,18,0,0,0,0,-0.18114573315182775,22.287681419896703,Low,105.14213709836271
TX001203,AC00108,290.02,2023-09-25 17:48:55,Debit,Milwaukee,D000406,173.252.44.183,M005,Branch,55,Engineer,246,1,4746.71,2024-11-04 08:07:56,5.673391993332133,0,0.0,17,0,0,0,0,-0.20836387688192587,15.07592196841689,Low,43.72318889280267
TX001204,AC00490,48.05,2023-05-18 17:34:20,Debit,New York,D000668,125.225.212.244,M060,Branch,27,Engineer,38,1,5334.97,2024-11-04 08:09:07,3.892840186011372,0,0.0,17,0,0,0,0,-0.21663709321115138,12.883838384463603,Low,6.190684343734761
TX001205,AC00411,359.42,2023-05-29 16:17:37,Debit,Baltimore,D000567,23.163.145.195,M089,Branch,55,Doctor,30,1,1765.45,2024-11-04 08:06:42,5.887270018090125,0,0.0,16,0,0,0,0,-0.2293772527986545,9.508186935575997,Low,34.174325483847255
TX001206,AC00087,32.91,2023-05-04 16:37:01,Debit,Fort Worth,D000471,54.252.249.33,M036,Online,19,Student,255,1,427.3,2024-11-04 08:06:44,3.523709956137547,0,0.0,16,0,0,0,0,-0.1341061266743444,34.75136483533653,Medium,11.436674167309251
TX001207,AC00196,3.8,2023-08-08 16:47:28,Debit,Denver,D000619,56.116.189.0,M074,Branch,67,Retired,140,1,6285.39,2024-11-04 08:08:31,1.5686159179138452,0,0.0,16,0,0,0,0,-0.140660803897949,33.014627903991084,Medium,1.2545558603516611
TX001208,AC00267,31.81,2023-04-06 17:41:53,Debit,Fort Worth,D000641,147.114.91.132,M033,Online,51,Retired,149,1,1406.6,2024-11-04 08:06:48,3.4907333469730104,0,0.0,17,0,0,0,0,-0.2268188242198862,10.186071940035921,Low,3.2401894841254264
TX001209,AC00267,220.2,2023-09-11 16:25:04,Debit,Boston,D000288,23.255.214.209,M047,Online,28,Student,102,1,1075.15,2024-11-04 08:11:18,5.39906726964818,0,0.0,16,0,0,0,0,-0.26226644825325235,0.7938172664579416,Low,1.7479856207403874
