customerage,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,credit_risk_score,credit_risk_bucket,total_transactions,avg_fraud_risk_score,max_fraud_risk_score,total_expected_fraud_loss,fraud_loss_score,enterprise_risk_score,enterprise_risk_bucket
29,230000,MORTGAGE,,MEDICAL,A,8500,7.49,0,0.04,N,10,5.523595571959162,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,34.63442656357178,Low
34,40000,RENT,3.0,MEDICAL,B,25000,10.25,1,0.63,N,8,98.1991632329209,High,35.0,20.24977191486587,79.14679344482121,1541.927730551895,25.178668388496188,68.990965295151,Medium
27,47000,RENT,3.0,VENTURE,D,25000,15.7,1,0.53,Y,10,98.86901041404424,High,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,92.18923899370013,High
33,48000,RENT,11.0,DEBTCONSOLIDATION,B,25000,9.99,1,0.52,N,10,93.41724919819202,High,32.0,21.71967731908945,74.9794229427661,2739.3255322315545,44.73138903826064,73.94290513421947,High
30,225000,RENT,2.0,MEDICAL,B,25000,12.42,0,0.11,N,10,8.611256670538427,Low,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,43.12085226437969,Medium
28,225000,MORTGAGE,2.0,VENTURE,A,30000,8.49,0,0.13,N,6,0.828411226301553,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,26.6758337273332,Low
33,225000,MORTGAGE,12.0,PERSONAL,B,8000,9.99,0,0.04,N,10,6.330131385443312,Low,32.0,21.71967731908945,74.9794229427661,2739.3255322315545,44.73138903826064,21.690634446570243,Low
27,48000,RENT,2.0,PERSONAL,C,25000,10.59,1,0.52,N,7,92.44124843465114,High,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,88.33258180606427,High
27,225000,MORTGAGE,11.0,VENTURE,D,25000,15.31,0,0.11,N,5,17.45222980339678,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,43.33917062731166,Medium
29,225000,OWN,11.0,PERSONAL,B,24250,,0,0.11,N,7,0.6911412465914186,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,31.734953968351135,Low
28,225000,MORTGAGE,8.0,PERSONAL,C,16800,13.92,0,0.07,Y,5,6.399767172133164,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,30.018647294832167,Low
27,225000,MORTGAGE,1.0,VENTURE,B,14000,,0,0.06,N,7,2.657693691402613,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,34.462448960115154,Low
32,225000,MORTGAGE,4.0,PERSONAL,C,20000,13.92,0,0.09,N,10,5.729196548162685,Low,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,8.177330710478312,Low
28,225000,MORTGAGE,1.0,VENTURE,A,5000,7.75,0,0.02,N,5,2.4739713547575253,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,27.663169804406785,Low
28,49861,RENT,2.0,MEDICAL,C,25000,13.11,1,0.5,Y,7,94.27272767579686,High,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,82.74242359703038,High
29,220000,OWN,1.0,PERSONAL,F,14725,19.41,0,0.07,N,6,27.49625021379265,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,47.81801934867187,Medium
31,219996,MORTGAGE,3.0,MEDICAL,A,20000,6.54,0,0.09,N,5,2.997315484020998,Low,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,29.646577218349876,Low
29,218000,MORTGAGE,12.0,EDUCATION,A,14400,8.9,0,0.07,N,7,2.9335494883832416,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,33.08039891342623,Low
28,216000,MORTGAGE,12.0,VENTURE,D,15000,16.02,0,0.07,Y,8,28.05931087491417,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,43.01437351650077,Medium
28,215662,MORTGAGE,12.0,VENTURE,B,21000,11.99,0,0.1,N,7,2.308894253635236,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,27.56412354373341,Low
32,53196,RENT,9.0,VENTURE,B,25000,11.86,1,0.47,N,9,75.7162406697518,High,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,50.16955718343178,Medium
30,54000,RENT,13.0,MEDICAL,B,25000,10.74,1,0.46,N,6,86.71902834487652,High,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,89.98551526898255,High
29,48000,RENT,9.0,HOMEIMPROVEMENT,C,25000,13.61,1,0.52,Y,8,96.852959640217,High,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,89.43204500452649,High
30,210000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.11,N,6,4.9958663293289245,Low,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,40.951618059653995,Medium
30,198000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,15000,,1,0.08,Y,9,51.88068798465571,Medium,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,69.08251105285007,Medium
30,210000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,24250,12.87,0,0.12,Y,6,9.52313425238087,Low,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,43.66797881348516,Medium
28,209000,OWN,4.0,PERSONAL,D,15000,14.84,0,0.07,Y,7,12.181041203076497,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,33.48741171339817,Low
27,207182,MORTGAGE,11.0,VENTURE,B,22000,10.62,0,0.11,N,5,2.120967366980702,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,34.14041316546201,Low
30,54383,RENT,5.0,HOMEIMPROVEMENT,D,25000,15.65,1,0.46,Y,7,99.22657932592038,High,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,97.49004585760886,High
27,49000,RENT,11.0,DEBTCONSOLIDATION,B,25000,11.36,1,0.51,N,5,93.35449970974,High,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,88.88053257111758,High
28,13500,OWN,0.0,PERSONAL,A,6700,9.63,1,0.5,N,5,79.88148898974009,High,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,74.10768038539632,High
27,204000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,25000,15.31,0,0.12,Y,6,47.51597444721645,Medium,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,61.37741741360345,Medium
34,204000,MORTGAGE,0.0,EDUCATION,B,16000,11.83,0,0.08,N,5,4.330514948710822,Low,35.0,20.24977191486587,79.14679344482121,1541.927730551895,25.178668388496188,12.66977632462497,Low
31,204000,RENT,0.0,VENTURE,A,12000,9.63,0,0.06,N,9,4.395176004535049,Low,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,30.485293530658307,Low
29,162350,RENT,12.0,MEDICAL,G,25000,21.64,1,0.13,Y,9,93.00197048204754,High,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,87.1214515096248,High
28,202040,MORTGAGE,12.0,PERSONAL,D,12000,14.46,0,0.06,Y,8,43.771092576507804,Medium,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,52.44144253745695,Medium
32,202000,MORTGAGE,7.0,PERSONAL,B,28000,10.59,0,0.14,N,7,3.1028761860372933,Low,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,6.601538493203078,Low
31,201996,MORTGAGE,11.0,EDUCATION,C,20000,,0,0.1,N,10,4.1808377917204345,Low,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,30.35669060296954,Low
30,56952,RENT,3.0,MEDICAL,B,25000,11.36,1,0.44,N,9,84.2870800403375,High,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,88.52634628625914,High
31,60000,RENT,4.0,HOMEIMPROVEMENT,A,25000,8.9,1,0.42,N,10,79.21245381929144,High,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,75.37566021951214,High
28,60000,RENT,3.0,MEDICAL,C,25000,13.49,1,0.42,N,10,85.5239194446702,High,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,77.49313865835438,High
29,200004,MORTGAGE,0.0,DEBTCONSOLIDATION,B,19000,11.83,0,0.09,N,7,6.557981031363807,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,35.255057839214565,Low
35,200004,MORTGAGE,19.0,DEBTCONSOLIDATION,A,6000,7.68,0,0.03,N,8,6.517403760566559,Low,25.0,18.696582570948014,73.1214229909796,1840.4418862250986,30.053208735648052,15.931725750599158,Low
29,200000,MORTGAGE,13.0,VENTURE,B,10000,12.69,0,0.05,N,9,3.899240041405588,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,33.65981324523964,Low
28,200000,MORTGAGE,2.0,PERSONAL,A,15000,6.03,0,0.07,N,6,2.7298654894365053,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,27.81670628521417,Low
32,200000,RENT,6.0,HOMEIMPROVEMENT,E,35000,19.03,0,0.17,Y,8,67.32613277272819,High,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,45.135492445217615,Medium
28,200000,MORTGAGE,12.0,EDUCATION,A,25000,7.9,0,0.13,N,9,1.970540408535195,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,27.361111236673384,Low
31,200000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,24000,8.9,0,0.12,N,9,3.716837484231029,Low,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,30.078290418475895,Low
31,200000,MORTGAGE,3.0,MEDICAL,A,30000,8.9,0,0.15,N,5,2.7491118189650625,Low,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,29.497655019316316,Low
28,200000,MORTGAGE,2.0,MEDICAL,A,15000,8.9,0,0.07,N,10,4.620900194960564,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,28.951327108528606,Low
27,60000,RENT,11.0,VENTURE,B,25000,,1,0.42,N,8,60.95065785945785,High,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,69.4382274609483,Medium
28,61000,RENT,9.0,PERSONAL,B,25000,9.91,1,0.41,N,7,70.4671137526126,High,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,68.45905524311983,Medium
28,200000,MORTGAGE,7.0,PERSONAL,A,10000,6.99,0,0.05,N,7,3.771409619082581,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,28.441632763001817,Low
35,200000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,18000,10.99,0,0.09,N,10,8.557468655225115,Low,25.0,18.696582570948014,73.1214229909796,1840.4418862250986,30.053208735648052,17.155764687394292,Low
35,188000,RENT,4.0,DEBTCONSOLIDATION,D,5000,16.49,1,0.03,N,9,77.60046915382873,High,25.0,18.696582570948014,73.1214229909796,1840.4418862250986,30.053208735648052,58.58156498655646,Medium
28,63000,RENT,4.0,MEDICAL,B,25000,11.36,1,0.4,N,8,76.4151569126037,High,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,72.02788113911448,High
32,63235,RENT,3.0,HOMEIMPROVEMENT,B,25000,10.25,1,0.4,N,8,80.44844929810553,High,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,53.00888236044402,Medium
30,65000,RENT,2.0,DEBTCONSOLIDATION,B,25000,10.38,1,0.38,N,8,71.36367119284627,High,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,80.7723009777644,High
30,65000,RENT,15.0,HOMEIMPROVEMENT,B,25000,,1,0.38,N,5,77.09920838737118,High,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,84.21362329447935,High
31,65800,RENT,15.0,DEBTCONSOLIDATION,A,25000,7.51,1,0.38,N,9,61.09564829925029,High,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,64.50557690748745,Medium
27,200000,MORTGAGE,7.0,PERSONAL,B,15000,9.88,0,0.07,N,9,4.57946316283858,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,35.61551064297674,Low
30,200000,RENT,5.0,DEBTCONSOLIDATION,B,10000,11.36,0,0.05,N,9,16.669552391984663,Low,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,47.95582969724744,Medium
28,200000,RENT,4.0,VENTURE,D,25000,15.33,0,0.13,Y,7,35.550537570542936,Medium,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,47.50910953387803,Medium
27,200000,MORTGAGE,6.0,EDUCATION,A,10000,7.51,0,0.05,N,10,3.205668663213051,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,34.79123394320142,Low
32,188000,RENT,14.0,DEBTCONSOLIDATION,B,25000,10.62,1,0.13,N,5,9.868844700710689,Low,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,10.661119602007116,Low
29,66000,RENT,4.0,EDUCATION,B,25000,11.48,1,0.38,N,10,59.8512934007472,Medium,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,67.23104526084461,Medium
29,200000,MORTGAGE,7.0,PERSONAL,B,14400,11.14,0,0.07,N,7,5.293107015852801,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,34.496133429907964,Low
30,200000,MORTGAGE,0.0,MEDICAL,B,24250,11.48,0,0.12,N,8,5.134413470551411,Low,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,41.034746344387486,Medium
30,200000,MORTGAGE,4.0,MEDICAL,B,6000,11.83,0,0.03,N,5,10.293584732599752,Low,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,44.13024910161649,Medium
29,188000,RENT,0.0,HOMEIMPROVEMENT,B,25000,12.18,1,0.13,N,5,14.041765311056304,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,39.745328407030065,Low
27,200000,MORTGAGE,6.0,EDUCATION,A,5000,7.74,0,0.03,N,7,4.171419087955754,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,35.370684198047044,Low
30,200000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,8.59,0,0.05,N,7,7.839569054265524,Low,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,42.65783969461595,Medium
28,200000,RENT,1.0,MEDICAL,B,24250,12.53,0,0.12,N,5,10.314838297056902,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,32.36768996978641,Low
30,200000,MORTGAGE,5.0,PERSONAL,B,20000,11.48,0,0.1,N,7,4.508301766732621,Low,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,40.65907932209621,Medium
30,69000,RENT,6.0,EDUCATION,D,25000,14.09,1,0.36,Y,5,93.02448979906606,High,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,93.76879214149628,High
32,69996,RENT,4.0,VENTURE,D,25000,15.95,1,0.36,Y,10,91.02142439120662,High,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,59.352667416304676,Medium
27,70000,RENT,11.0,PERSONAL,B,25000,11.71,1,0.36,N,7,59.35533681056302,Medium,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,68.4810348316114,Medium
33,14400,OWN,0.0,VENTURE,C,2000,14.79,0,0.14,N,8,7.081183944604651,Low,32.0,21.71967731908945,74.9794229427661,2739.3255322315545,44.73138903826064,22.141265982067047,Low
32,64000,RENT,11.0,DEBTCONSOLIDATION,D,25000,15.2,1,0.39,N,5,97.37690727624862,High,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,63.16595714732987,Medium
29,70000,RENT,3.0,PERSONAL,D,25000,14.83,1,0.36,N,6,94.42593065585388,High,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,87.9758276139086,High
30,72000,RENT,5.0,VENTURE,D,25000,16.32,1,0.35,Y,5,90.17361543235194,High,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,92.0582675214678,High
27,72000,RENT,9.0,EDUCATION,B,25000,10.75,1,0.35,N,8,49.05922753439104,Medium,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,62.303369265908216,Medium
31,57800,RENT,2.0,MEDICAL,E,25000,17.19,1,0.37,N,8,97.62207672682575,High,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,86.42143396403273,High
32,74400,RENT,16.0,MEDICAL,B,25000,10.38,1,0.34,N,8,57.973131467542224,Medium,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,39.52369166210604,Low
29,68872,RENT,2.0,PERSONAL,D,25000,15.95,1,0.36,Y,10,95.0943278915094,High,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,88.37686595530192,High
30,75000,RENT,9.0,PERSONAL,D,25000,15.2,1,0.33,N,5,92.20979982408416,High,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,93.27997815650713,High
34,75000,RENT,9.0,DEBTCONSOLIDATION,B,25000,10.38,1,0.33,N,8,56.59574317444839,Medium,35.0,20.24977191486587,79.14679344482121,1541.927730551895,25.178668388496188,44.028913260067505,Medium
29,192000,MORTGAGE,6.0,VENTURE,C,15000,14.27,0,0.08,Y,6,4.743554565648692,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,34.166401959785496,Low
35,192000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,10000,11.99,0,0.05,N,9,12.04594938081554,Low,25.0,18.696582570948014,73.1214229909796,1840.4418862250986,30.053208735648052,19.248853122748546,Low
28,192000,MORTGAGE,8.0,MEDICAL,B,20000,,0,0.1,N,9,5.876549387836288,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,29.70471662425404,Low
29,190000,MORTGAGE,5.0,PERSONAL,A,4000,6.62,0,0.02,N,5,4.549766909778649,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,34.05012936626348,Low
31,190000,OWN,8.0,EDUCATION,A,15000,6.03,0,0.08,N,8,0.5194058392121319,Low,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,28.159831431464557,Low
31,190000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9000,6.03,0,0.05,N,7,5.5455875671361,Low,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,31.175540468218937,Low
28,190000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,35000,17.49,0,0.18,N,6,43.96214645513715,Medium,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,52.55607486463456,Medium
29,190000,MORTGAGE,3.0,EDUCATION,B,14000,,0,0.07,N,6,4.40889708338232,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,33.965607470425674,Low
35,14400,OWN,2.0,DEBTCONSOLIDATION,B,5550,10.37,1,0.39,N,8,67.98149453298178,High,25.0,18.696582570948014,73.1214229909796,1840.4418862250986,30.053208735648052,52.810180214048295,Medium
27,69000,RENT,5.0,VENTURE,E,25000,13.75,1,0.36,Y,6,91.80943776558507,High,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,87.95349540462463,High
30,75600,RENT,0.0,PERSONAL,B,25000,9.99,1,0.33,N,8,46.54317121338944,Medium,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,65.88000099009031,Medium
30,77000,RENT,7.0,PERSONAL,B,25000,10.75,1,0.32,N,8,44.79240277130298,Medium,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,64.82953992483843,Medium
28,190000,MORTGAGE,7.0,EDUCATION,B,25000,,0,0.13,N,8,3.1092274755700524,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,28.0443234768943,Low
29,190000,RENT,1.0,HOMEIMPROVEMENT,B,7000,9.88,0,0.04,N,9,21.72454783565369,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,44.354997921788495,Medium
31,190000,MORTGAGE,15.0,MEDICAL,C,24000,,0,0.13,N,10,6.679016451497856,Low,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,31.85559779883599,Low
27,190000,OWN,11.0,MEDICAL,B,23000,11.83,0,0.12,N,8,1.2847037085137674,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,33.63865497038185,Low
34,178000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,12000,15.65,1,0.07,Y,5,58.16221613733834,Medium,35.0,20.24977191486587,79.14679344482121,1541.927730551895,25.178668388496188,44.96879703780148,Medium
30,190000,RENT,3.0,DEBTCONSOLIDATION,B,15000,11.48,0,0.08,N,8,14.964592418499526,Low,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,46.932853713156355,Medium
33,190000,MORTGAGE,10.0,HOMEIMPROVEMENT,D,20000,14.11,0,0.11,N,10,53.26038799124713,Medium,32.0,21.71967731908945,74.9794229427661,2739.3255322315545,44.73138903826064,49.848788410052535,Medium
32,190000,RENT,8.0,EDUCATION,A,15000,9.63,0,0.08,N,7,6.140884270278743,Low,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,8.424343343747948,Low
32,189996,RENT,4.0,PERSONAL,A,8400,9.32,0,0.04,N,8,8.607380004101378,Low,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,9.904240784041528,Low
33,189000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,20000,6.17,0,0.11,N,7,3.92731292223374,Low,32.0,21.71967731908945,74.9794229427661,2739.3255322315545,44.73138903826064,20.2489433686445,Low
30,78000,RENT,4.0,HOMEIMPROVEMENT,D,25000,,1,0.32,Y,9,93.79549542154164,High,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,94.23139551498163,High
31,78000,RENT,10.0,MEDICAL,B,25000,10.75,1,0.32,N,8,52.56185725324352,Medium,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,59.38530227988339,Medium
27,72000,RENT,3.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.35,Y,6,96.18226070775113,High,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,90.57718916992425,High
33,186996,MORTGAGE,0.0,EDUCATION,D,25000,14.46,0,0.13,Y,8,28.328818616713843,Low,32.0,21.71967731908945,74.9794229427661,2739.3255322315545,44.73138903826064,34.889846785332566,Low
29,148410,MORTGAGE,5.0,MEDICAL,D,11200,16.89,1,0.06,Y,9,57.71420500383637,Medium,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,65.9487922226981,Medium
28,186480,MORTGAGE,12.0,MEDICAL,C,10000,14.22,0,0.05,Y,9,12.832847177268716,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,33.878495297913496,Low
29,186063,MORTGAGE,14.0,EDUCATION,B,25000,10.46,0,0.13,N,6,2.9551651927383733,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,33.093368336039305,Low
27,186000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3700,10.99,0,0.02,N,5,14.39860960348298,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,41.50699850736338,Medium
28,186000,OTHER,3.0,VENTURE,A,2500,7.4,0,0.01,N,9,3.0898317453247133,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,28.032686038747094,Low
27,185232,MORTGAGE,10.0,PERSONAL,A,35000,,0,0.19,N,8,2.3729277625117984,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,34.291589402780666,Low
30,185000,MORTGAGE,8.0,VENTURE,B,15000,10.99,0,0.08,N,7,2.985721590678987,Low,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,39.74553121646403,Low
29,173000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,28000,17.49,1,0.16,Y,10,49.8082511058218,Medium,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,61.20521988388936,Medium
32,80000,RENT,2.0,VENTURE,B,25000,,1,0.31,N,8,27.70205163389385,Low,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,21.36104376191701,Low
35,80000,RENT,19.0,VENTURE,D,25000,14.09,1,0.31,Y,10,82.07942156552897,High,25.0,18.696582570948014,73.1214229909796,1840.4418862250986,30.053208735648052,61.268936433576606,Medium
33,80000,RENT,0.0,MEDICAL,B,25000,11.86,1,0.31,N,8,51.54815785669806,Medium,32.0,21.71967731908945,74.9794229427661,2739.3255322315545,44.73138903826064,48.82145032932309,Medium
27,183000,RENT,12.0,EDUCATION,E,15000,19.03,0,0.08,Y,6,68.22549485722355,High,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,73.80312965960772,High
32,80000,RENT,1.0,MEDICAL,C,25000,12.87,1,0.31,N,9,57.964712590179005,Medium,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,39.518640335688104,Low
30,14400,OWN,2.0,VENTURE,B,1000,10.62,0,0.07,N,10,2.0652739398488187,Low,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,39.19326262596593,Low
30,14400,OWN,0.0,HOMEIMPROVEMENT,D,9250,14.96,1,0.64,N,10,99.83677452870202,High,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,97.85616297927785,High
29,180396,MORTGAGE,8.0,PERSONAL,B,18000,12.69,0,0.1,N,9,5.961344997774478,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,34.89707621906097,Low
29,180000,MORTGAGE,2.0,PERSONAL,E,31000,19.42,0,0.17,Y,8,46.07757958198689,Medium,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,58.96681696958842,Medium
30,180000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12500,6.03,0,0.07,N,6,5.006041403784477,Low,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,40.95772310432733,Medium
27,180000,RENT,2.0,MEDICAL,B,15000,12.42,0,0.08,N,10,15.046884431410334,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,41.89596340411979,Medium
31,180000,MORTGAGE,5.0,VENTURE,C,9000,14.27,0,0.05,Y,6,5.860761025498559,Low,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,31.364644543236412,Low
32,180000,MORTGAGE,12.0,PERSONAL,A,10000,7.9,0,0.06,N,10,4.479209926587669,Low,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,7.427338737533303,Low
31,180000,OWN,15.0,EDUCATION,B,10000,11.71,0,0.06,N,7,1.2996270797606555,Low,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,28.62796417579367,Low
30,14400,OWN,0.0,MEDICAL,D,5000,14.96,1,0.35,N,9,94.32550529201266,High,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,94.54940143726424,High
