person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,credit_risk_score,credit_risk_bucket
21,45000,RENT,3.0,PERSONAL,B,10000,10.25,0,0.22,N,2,50.51115325760208,Medium
23,130000,MORTGAGE,,MEDICAL,A,6000,5.42,0,0.05,N,4,6.5284624739599435,Low
21,140000,MORTGAGE,2.0,EDUCATION,A,18000,7.9,0,0.13,N,4,3.91297098248166,Low
23,95004,RENT,2.0,PERSONAL,A,5000,9.63,0,0.05,N,4,13.117375812854878,Low
22,75000,RENT,2.0,EDUCATION,B,10000,11.26,0,0.13,N,4,22.263912241020687,Low
26,51000,RENT,10.0,PERSONAL,B,5000,12.42,1,0.1,N,2,30.12692130184167,Medium
24,35000,RENT,0.0,PERSONAL,A,1800,7.14,0,0.05,N,3,14.288296204941261,Low
22,34404,RENT,2.0,DEBTCONSOLIDATION,D,7500,15.05,1,0.22,Y,2,96.39571354512996,High
24,30500,RENT,2.0,PERSONAL,F,6800,21.74,1,0.22,Y,4,98.44362690425056,High
21,104000,MORTGAGE,5.0,PERSONAL,A,15000,9.63,0,0.14,N,4,8.073728002817239,Low
22,25000,OWN,,VENTURE,A,5000,6.03,0,0.2,N,3,3.9813110828750435,Low
26,42000,RENT,2.0,MEDICAL,C,5000,11.91,0,0.12,Y,2,47.65709556014183,Medium
23,60000,RENT,5.0,MEDICAL,A,10000,7.14,0,0.17,N,2,31.53133444188817,Medium
22,32000,RENT,0.0,MEDICAL,B,3200,10.2,0,0.1,N,4,37.600814136798896,Medium
22,91000,RENT,6.0,MEDICAL,A,8000,6.92,0,0.09,N,4,16.978499708114686,Low
25,90000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,7.14,0,0.07,N,3,9.734401607291941,Low
22,58896,MORTGAGE,6.0,EDUCATION,A,9500,6.76,0,0.16,N,4,11.11270232938728,Low
22,105000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,12800,11.83,0,0.12,N,3,15.785790705300784,Low
25,60000,RENT,2.0,EDUCATION,B,20000,,1,0.33,N,4,55.907851742342004,Medium
26,80000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3000,8.0,0,0.04,N,3,12.152793337103585,Low
22,31224,RENT,0.0,EDUCATION,A,6400,9.32,0,0.2,N,4,40.382648643520476,Medium
24,39000,RENT,4.0,HOMEIMPROVEMENT,C,8000,,1,0.21,N,2,72.57187873864095,High
22,46000,MORTGAGE,6.0,PERSONAL,B,4000,10.37,0,0.09,N,2,15.615006628840252,Low
23,90000,MORTGAGE,7.0,PERSONAL,D,15000,15.31,0,0.17,Y,4,70.3383150419689,High
22,39000,MORTGAGE,6.0,EDUCATION,A,10750,,0,0.28,N,4,41.25140036742659,Medium
25,39996,RENT,2.0,MEDICAL,B,10000,10.99,0,0.25,N,4,68.27732838041582,High
26,145992,MORTGAGE,0.0,PERSONAL,D,20000,,0,0.14,Y,2,41.29208316498714,Medium
25,40000,RENT,2.0,PERSONAL,B,3000,10.25,0,0.07,N,3,23.382167414379342,Low
25,44000,RENT,1.0,EDUCATION,D,15000,14.59,1,0.34,N,3,96.65197995429592,High
22,61500,RENT,3.0,EDUCATION,C,10000,14.22,0,0.16,N,2,38.4890976071886,Medium
26,35000,RENT,2.0,DEBTCONSOLIDATION,A,2500,8.9,0,0.07,N,2,25.177830095944227,Low
25,90000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,10000,5.42,0,0.11,N,4,11.92584425162508,Low
26,87000,MORTGAGE,0.0,PERSONAL,B,15000,10.62,0,0.17,N,4,14.651208807834617,Low
22,15996,RENT,3.0,DEBTCONSOLIDATION,C,4000,13.35,1,0.25,Y,2,86.452941097927,High
22,48000,RENT,7.0,EDUCATION,A,5000,6.99,0,0.1,N,2,15.409617970886732,Low
25,36000,MORTGAGE,3.0,PERSONAL,A,5300,7.49,0,0.15,N,3,17.930480941011034,Low
25,57000,RENT,2.0,PERSONAL,A,9500,6.17,0,0.17,N,3,24.60901416855445,Low
24,54996,RENT,2.0,HOMEIMPROVEMENT,B,23600,11.89,1,0.43,N,4,88.9271863691322,High
24,21000,RENT,0.0,DEBTCONSOLIDATION,C,4000,13.43,0,0.19,N,4,74.13360691731647,High
24,75000,RENT,4.0,VENTURE,B,20000,8.88,0,0.27,N,2,24.774272481184646,Low
26,50000,RENT,0.0,PERSONAL,B,4800,,0,0.1,N,2,28.315818409601555,Low
24,40000,RENT,2.0,EDUCATION,C,7000,11.34,0,0.17,N,2,43.17993326789514,Medium
23,29856,RENT,0.0,PERSONAL,A,10300,8.94,1,0.34,N,2,76.45783825386759,High
24,85392,RENT,9.0,MEDICAL,A,9600,7.29,0,0.11,N,3,18.56270914047554,Low
21,37000,OWN,3.0,MEDICAL,C,7200,13.61,0,0.19,N,2,17.17356471745423,Low
24,29120,RENT,0.0,VENTURE,B,5000,10.99,0,0.17,N,4,33.236641238336496,Medium
25,32000,RENT,1.0,MEDICAL,D,6000,12.92,1,0.19,N,2,94.08296945496296,High
22,91000,OWN,5.0,EDUCATION,A,15000,7.88,0,0.16,N,3,1.5965422170595482,Low
26,95400,MORTGAGE,8.0,PERSONAL,C,5000,12.68,0,0.05,N,2,12.683563083568647,Low
21,28692,MORTGAGE,5.0,EDUCATION,B,3000,10.75,0,0.1,N,2,16.122160857610233,Low
25,90000,MORTGAGE,9.0,VENTURE,A,7750,7.51,0,0.09,N,3,4.101047615367595,Low
22,69000,RENT,5.0,EDUCATION,B,8650,11.49,0,0.13,N,4,25.015237242039913,Low
25,70200,RENT,9.0,PERSONAL,E,18000,16.45,0,0.26,Y,3,93.77157448055583,High
24,92341,RENT,9.0,DEBTCONSOLIDATION,A,12000,7.51,0,0.13,N,4,20.189400637422974,Low
24,73399,RENT,0.0,EDUCATION,D,27000,,1,0.37,N,2,90.42165805768835,High
23,60000,RENT,2.0,DEBTCONSOLIDATION,A,5000,6.91,0,0.08,N,3,20.553977940650093,Low
24,62400,MORTGAGE,8.0,HOMEIMPROVEMENT,A,4000,8.9,0,0.06,N,4,14.69515903306878,Low
24,40000,MORTGAGE,3.0,MEDICAL,B,10500,11.36,0,0.26,N,2,55.0040697622021,Medium
26,37680,RENT,5.0,MEDICAL,D,2000,14.96,1,0.05,Y,2,83.0561616038483,High
26,35000,RENT,0.0,VENTURE,C,12000,10.91,1,0.34,Y,3,72.33819920562607,High
23,78000,RENT,5.0,VENTURE,B,17000,10.99,0,0.22,N,2,21.907785455526405,Low
24,47211,OWN,8.0,HOMEIMPROVEMENT,B,10000,11.83,0,0.21,N,3,16.945120450979545,Low
23,57744,MORTGAGE,7.0,VENTURE,B,2500,10.37,0,0.04,N,4,5.704027659658765,Low
23,69000,RENT,7.0,DEBTCONSOLIDATION,B,4800,10.75,0,0.07,N,2,28.353172526475724,Low
26,95000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,20000,14.96,0,0.21,N,4,80.84317221785075,High
24,91000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,7.88,0,0.16,N,2,12.527309611792353,Low
21,30000,RENT,0.0,EDUCATION,C,1500,13.92,0,0.05,Y,3,27.05157338860613,Low
24,97000,MORTGAGE,3.0,EDUCATION,C,6400,15.96,0,0.07,N,3,14.589830612966939,Low
22,68000,MORTGAGE,6.0,EDUCATION,A,16000,7.9,0,0.24,N,3,16.33074031124431,Low
24,70000,RENT,3.0,PERSONAL,B,25000,11.86,1,0.36,N,2,59.75742116418661,Medium
22,45000,OWN,6.0,EDUCATION,A,4750,6.39,0,0.11,N,4,2.094540182336106,Low
23,42000,MORTGAGE,1.0,PERSONAL,C,5750,13.57,0,0.14,N,2,30.922622278899443,Medium
25,75000,MORTGAGE,7.0,PERSONAL,B,15000,9.99,0,0.2,N,2,19.18642027526969,Low
25,51492,MORTGAGE,2.0,EDUCATION,B,13800,10.38,0,0.27,N,4,35.1278821292499,Medium
24,70000,MORTGAGE,2.0,MEDICAL,B,8950,11.89,0,0.13,N,2,22.40084202886238,Low
25,49200,MORTGAGE,6.0,MEDICAL,A,5600,7.49,0,0.11,N,3,14.904047500698223,Low
22,78000,MORTGAGE,6.0,EDUCATION,A,7750,7.51,0,0.1,N,4,6.9357506485844365,Low
23,84000,MORTGAGE,7.0,EDUCATION,B,23000,11.99,0,0.27,N,2,19.512888330857965,Low
23,24000,RENT,0.0,PERSONAL,B,6000,,0,0.25,N,3,70.26366217035631,High
26,75531,RENT,3.0,PERSONAL,D,15000,16.49,0,0.2,N,2,87.5598654667564,High
25,30000,RENT,2.0,VENTURE,E,5200,17.19,1,0.17,Y,2,90.71359441134186,High
22,100000,MORTGAGE,0.0,PERSONAL,C,15000,13.85,0,0.15,Y,3,17.8013261787828,Low
24,38700,RENT,2.0,DEBTCONSOLIDATION,B,10000,,0,0.26,N,3,72.48203200300811,High
23,80000,MORTGAGE,,PERSONAL,A,3000,5.99,0,0.04,N,3,5.848345716579403,Low
24,35000,RENT,9.0,EDUCATION,A,1500,,0,0.04,N,3,14.09957487862149,Low
23,24000,RENT,7.0,VENTURE,C,5550,12.53,0,0.23,Y,4,58.61406344913591,Medium
24,79000,RENT,0.0,MEDICAL,B,8000,11.49,0,0.1,N,4,29.312238126149857,Low
22,87000,RENT,5.0,EDUCATION,C,20000,13.85,0,0.23,N,4,35.020817636659615,Medium
23,39600,MORTGAGE,7.0,MEDICAL,A,6000,7.88,0,0.15,N,2,22.389302049931164,Low
24,53004,MORTGAGE,6.0,DEBTCONSOLIDATION,B,21000,10.65,0,0.4,N,3,71.76315064577368,High
22,38000,RENT,2.0,EDUCATION,A,18500,7.66,1,0.49,N,2,87.42364431519117,High
26,64000,RENT,,DEBTCONSOLIDATION,B,1000,10.75,0,0.02,N,2,23.433296595031933,Low
23,27252,RENT,3.0,PERSONAL,C,5800,13.06,0,0.21,N,3,67.00966031796828,High
24,51500,RENT,6.0,DEBTCONSOLIDATION,B,20000,12.21,1,0.39,N,4,84.5728860518953,High
25,59000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,5000,6.03,1,0.08,N,3,10.901798865526802,Low
24,22680,RENT,9.0,VENTURE,B,7000,10.62,1,0.31,N,2,69.9702709517821,High
24,94000,RENT,6.0,HOMEIMPROVEMENT,C,9600,12.99,0,0.1,N,2,39.84444416760119,Medium
25,48996,MORTGAGE,8.0,MEDICAL,B,5000,9.88,1,0.1,N,2,19.889284316935598,Low
22,59000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6400,,0,0.11,N,4,18.823062093090208,Low
23,100000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,14000,6.17,0,0.14,N,4,9.811198354982865,Low
21,31680,RENT,5.0,VENTURE,C,15000,12.61,1,0.47,Y,2,92.09262375974347,High
20,65000,MORTGAGE,4.0,VENTURE,B,4800,9.99,0,0.07,N,4,6.445370342277819,Low
23,78000,MORTGAGE,7.0,VENTURE,A,4600,7.66,0,0.06,N,3,3.920108741751788,Low
23,60000,MORTGAGE,0.0,EDUCATION,B,10000,11.26,0,0.17,N,3,19.44973471450693,Low
21,21600,RENT,0.0,MEDICAL,B,2000,11.71,1,0.09,N,4,40.251610822581775,Medium
26,87996,MORTGAGE,3.0,MEDICAL,A,8000,6.91,0,0.09,N,3,9.354062398229164,Low
26,58000,RENT,0.0,PERSONAL,A,3500,8.59,0,0.06,N,3,15.207454120934269,Low
26,117000,MORTGAGE,8.0,EDUCATION,A,6000,7.51,0,0.05,N,3,4.531425418663371,Low
23,46932,OWN,,EDUCATION,A,7000,5.79,0,0.15,N,3,2.6219759078671463,Low
23,52692,RENT,4.0,MEDICAL,C,3500,12.23,0,0.07,Y,4,36.885746774290894,Medium
22,40000,RENT,1.0,PERSONAL,B,4000,12.69,0,0.1,N,4,33.070540380076416,Medium
24,51000,RENT,6.0,MEDICAL,B,15000,11.12,0,0.29,N,2,68.49857774284646,High
22,12996,OWN,1.0,VENTURE,B,4750,,1,0.37,N,2,40.78979656354114,Medium
25,125000,RENT,9.0,VENTURE,D,6500,14.61,0,0.05,N,3,53.7715667219049,Medium
26,76250,RENT,6.0,VENTURE,B,10000,10.71,0,0.13,N,3,15.057110541566301,Low
26,127992,MORTGAGE,10.0,PERSONAL,C,26000,13.99,0,0.2,N,2,11.337647550574346,Low
24,39996,RENT,0.0,EDUCATION,D,5000,14.11,1,0.13,N,2,84.18118192785873,High
23,51000,OWN,7.0,VENTURE,A,6000,5.42,0,0.12,N,2,1.2772494940617831,Low
25,40000,RENT,0.0,VENTURE,B,5925,11.11,0,0.15,N,3,26.167651330271706,Low
26,65000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,5000,7.51,0,0.08,N,2,12.066776748969477,Low
22,40800,RENT,5.0,MEDICAL,A,2000,6.62,0,0.05,N,2,17.758806875244584,Low
22,40000,RENT,2.0,EDUCATION,A,10000,7.14,0,0.25,N,3,42.79537202518439,Medium
25,59004,RENT,1.0,HOMEIMPROVEMENT,D,20000,14.84,1,0.34,N,4,97.69115593817757,High
24,72000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6000,7.49,0,0.08,N,2,14.00610003506491,Low
26,45000,RENT,1.0,MEDICAL,B,4000,12.21,0,0.09,N,2,36.20690777841678,Medium
22,166000,MORTGAGE,1.0,PERSONAL,B,23450,11.36,0,0.14,N,2,5.175853085929949,Low
25,80000,MORTGAGE,9.0,VENTURE,A,12000,7.88,0,0.15,N,3,5.734900856277049,Low
24,73000,RENT,2.0,PERSONAL,A,6500,,0,0.09,N,2,19.08261369830752,Low
22,55000,OWN,,PERSONAL,A,1275,6.91,0,0.02,N,4,1.2456402532609256,Low
25,33000,RENT,0.0,MEDICAL,A,1000,7.29,0,0.03,N,4,16.244863889882613,Low
21,41000,RENT,5.0,VENTURE,A,7000,5.79,0,0.17,N,2,17.77441253172563,Low
26,85000,MORTGAGE,,DEBTCONSOLIDATION,B,6000,9.88,0,0.07,N,2,14.334190525817563,Low
23,60000,RENT,3.0,EDUCATION,B,8000,10.25,0,0.13,N,3,24.302338561655933,Low
25,200000,OWN,0.0,VENTURE,B,24000,12.18,0,0.12,N,2,0.46572790468367326,Low
22,24960,RENT,0.0,EDUCATION,A,2500,7.51,0,0.1,N,4,19.610605422297798,Low
26,57550,MORTGAGE,,DEBTCONSOLIDATION,A,3500,5.42,0,0.06,N,4,9.538742428472014,Low
22,60500,RENT,3.0,EDUCATION,C,7000,12.84,0,0.12,Y,3,32.37037112095608,Medium
24,62000,RENT,4.0,HOMEIMPROVEMENT,C,2000,13.49,0,0.03,Y,3,38.758329408214344,Medium
24,72000,RENT,8.0,DEBTCONSOLIDATION,C,16000,13.06,0,0.22,N,4,54.85017609826639,Medium
22,42000,MORTGAGE,6.0,VENTURE,C,14750,12.99,0,0.35,Y,3,57.70127667786635,Medium
22,100000,RENT,3.0,VENTURE,B,10000,10.65,0,0.1,N,2,10.963546794643268,Low
22,75000,RENT,2.0,EDUCATION,B,19600,12.42,0,0.26,N,4,38.05366119025635,Medium
23,75000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,9500,,0,0.13,Y,3,25.52942161438635,Low
25,36000,MORTGAGE,2.0,MEDICAL,C,13750,13.22,1,0.38,Y,3,85.3214606067145,High
24,36000,RENT,3.0,EDUCATION,D,5300,15.28,0,0.15,N,3,87.93302194858424,High
24,80000,OWN,8.0,VENTURE,A,12000,7.49,0,0.15,N,3,1.2052691144888876,Low
25,50000,MORTGAGE,9.0,VENTURE,A,6400,8.32,0,0.13,N,4,7.883518522795592,Low
24,40000,RENT,3.0,MEDICAL,A,10000,,0,0.25,N,2,63.094499664969476,High
24,30000,RENT,6.0,EDUCATION,B,5000,12.69,1,0.17,N,2,46.35267287609335,Medium
23,16080,RENT,,EDUCATION,D,3000,16.29,1,0.19,Y,2,94.50652362539185,High
23,47496,RENT,7.0,EDUCATION,B,3500,12.69,0,0.07,N,2,22.137410133106837,Low
26,80400,RENT,6.0,MEDICAL,B,7000,10.65,0,0.09,N,2,27.264923674853307,Low
23,76000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,9000,,1,0.12,Y,3,70.75763257826299,High
23,100000,RENT,1.0,EDUCATION,C,12000,13.57,0,0.12,Y,2,23.5627886227134,Low
21,18000,RENT,3.0,DEBTCONSOLIDATION,C,1500,12.87,0,0.08,Y,4,47.698918967891416,Medium
23,32640,RENT,5.0,VENTURE,B,4800,11.99,0,0.15,N,3,29.88029643665123,Low
26,64000,RENT,8.0,EDUCATION,B,7500,9.83,0,0.12,N,4,22.22821257092738,Low
24,33600,RENT,5.0,PERSONAL,B,4450,11.49,0,0.13,N,4,38.391994972035356,Medium
24,47000,MORTGAGE,1.0,EDUCATION,B,8500,,0,0.18,N,4,23.709160420829154,Low
24,110000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,12000,8.94,0,0.11,N,2,10.148353426613623,Low
23,36000,RENT,5.0,VENTURE,B,8000,,0,0.22,N,2,40.94281729452374,Medium
24,136000,MORTGAGE,9.0,DEBTCONSOLIDATION,F,25000,19.13,1,0.18,N,3,78.32784916684017,High
23,92000,RENT,0.0,EDUCATION,A,6500,8.0,0,0.07,N,3,10.563075645738836,Low
22,77000,MORTGAGE,6.0,VENTURE,A,12400,7.51,0,0.16,N,2,6.091943712475261,Low
26,28800,RENT,10.0,MEDICAL,B,15000,10.0,1,0.52,N,3,97.365509556595,High
22,36000,OWN,4.0,DEBTCONSOLIDATION,D,5000,14.61,0,0.14,Y,4,55.97162351362245,Medium
25,75000,RENT,0.0,DEBTCONSOLIDATION,B,20000,10.38,0,0.27,N,2,50.859660754571344,Medium
24,96000,MORTGAGE,7.0,PERSONAL,C,6000,13.92,0,0.06,N,3,14.191272826436007,Low
24,50000,MORTGAGE,7.0,HOMEIMPROVEMENT,D,11000,16.89,0,0.22,Y,2,93.48192296036181,High
23,105999,MORTGAGE,6.0,EDUCATION,B,8550,9.88,0,0.08,N,2,7.519701147727664,Low
22,44000,RENT,3.0,HOMEIMPROVEMENT,C,3600,13.43,1,0.08,Y,3,50.205625021998266,Medium
26,96050,MORTGAGE,3.0,MEDICAL,D,24000,15.28,1,0.21,Y,2,68.01039227370089,High
26,33996,RENT,2.0,MEDICAL,B,10800,11.12,1,0.32,N,3,82.93950998698489,High
22,42000,MORTGAGE,6.0,PERSONAL,A,3000,6.03,0,0.07,N,3,8.23613155488802,Low
25,49000,OWN,6.0,PERSONAL,C,3000,,0,0.06,N,4,3.470011640604166,Low
23,136000,MORTGAGE,7.0,EDUCATION,A,8000,8.32,0,0.06,N,2,4.543382884262832,Low
22,30000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,13250,10.99,0,0.44,N,4,90.59617812250109,High
23,35400,RENT,4.0,DEBTCONSOLIDATION,B,9600,11.89,0,0.27,N,2,76.97287434489634,High
23,125000,OTHER,4.0,EDUCATION,A,7500,8.0,0,0.06,N,2,5.311646167100347,Low
23,53352,RENT,3.0,MEDICAL,A,17500,6.54,1,0.33,N,4,61.049474191972905,High
23,14400,RENT,0.0,DEBTCONSOLIDATION,B,4000,10.74,1,0.28,N,3,85.9748919622257,High
25,80000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,15000,12.61,0,0.19,N,2,37.099628803598016,Medium
22,31500,RENT,3.0,DEBTCONSOLIDATION,D,2900,,1,0.09,Y,3,85.57086176696001,High
22,35000,RENT,0.0,DEBTCONSOLIDATION,B,3000,,0,0.09,N,2,38.23933656517677,Medium
26,80000,OWN,5.0,PERSONAL,C,7000,13.22,0,0.09,Y,2,4.202289999200234,Low
22,25000,MORTGAGE,4.0,VENTURE,A,1800,8.49,0,0.07,N,2,6.046892838664405,Low
23,75885,MORTGAGE,7.0,EDUCATION,C,3000,11.03,0,0.04,N,4,10.012160284421999,Low
26,65000,MORTGAGE,0.0,PERSONAL,A,4000,5.42,0,0.06,N,2,6.375617987305756,Low
21,21600,OWN,,VENTURE,A,7125,6.99,0,0.33,N,3,15.914661519143944,Low
23,44000,MORTGAGE,4.0,EDUCATION,A,3200,7.51,0,0.07,N,2,7.3510853769675295,Low
25,60000,RENT,4.0,EDUCATION,A,9800,,0,0.16,N,2,24.64926225596167,Low
25,48000,RENT,3.0,DEBTCONSOLIDATION,B,2000,10.74,0,0.04,N,3,26.18896955516942,Low
23,65000,MORTGAGE,3.0,EDUCATION,A,8000,7.14,0,0.12,N,4,8.285482652337935,Low
22,48000,MORTGAGE,6.0,PERSONAL,C,10000,13.49,0,0.21,N,2,41.34444586316819,Medium
22,60000,RENT,0.0,EDUCATION,B,15000,11.71,0,0.25,N,3,44.88356425435212,Medium
23,30000,RENT,6.0,VENTURE,B,19750,11.14,1,0.66,N,4,98.2975984711541,High
26,115600,MORTGAGE,4.0,VENTURE,A,9925,7.29,0,0.09,N,4,3.2963800762953785,Low
21,12000,RENT,5.0,PERSONAL,A,3000,8.9,1,0.25,N,3,68.39599641475378,High
23,38004,RENT,5.0,EDUCATION,A,5000,6.91,0,0.13,N,4,20.912795942336096,Low
23,130992,MORTGAGE,6.0,MEDICAL,A,6000,7.51,0,0.05,N,4,7.6005743094640765,Low
23,19200,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3000,,1,0.16,N,3,37.7941778579443,Medium
22,60000,MORTGAGE,2.0,PERSONAL,A,5200,5.99,0,0.09,N,4,8.532374206002888,Low
23,85000,MORTGAGE,8.0,EDUCATION,C,5000,14.35,0,0.06,N,3,13.205683952457257,Low
25,20000,MORTGAGE,1.0,VENTURE,A,4000,5.79,0,0.2,N,4,17.835568609695947,Low
26,45000,RENT,5.0,MEDICAL,B,2000,11.49,0,0.04,N,3,25.8053714748877,Low
22,52000,RENT,6.0,VENTURE,B,10000,11.71,0,0.19,N,2,29.145442288155287,Low
24,51600,RENT,8.0,MEDICAL,B,3000,10.65,0,0.06,N,3,27.65177702876716,Low
22,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,17500,7.88,0,0.29,N,2,36.5538448832001,Medium
23,56700,MORTGAGE,7.0,VENTURE,A,12000,5.42,0,0.21,N,2,9.679921978214795,Low
24,48000,OWN,5.0,VENTURE,A,4400,5.99,0,0.09,N,4,1.0750091702068347,Low
22,34000,RENT,4.0,MEDICAL,D,3800,18.25,1,0.11,Y,3,91.98163647532635,High
23,37344,MORTGAGE,0.0,EDUCATION,C,3200,12.68,0,0.09,N,4,18.762004779559298,Low
22,62000,MORTGAGE,2.0,PERSONAL,D,7500,13.87,0,0.12,Y,3,70.53583233187356,High
24,103000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,21000,13.49,0,0.2,Y,3,23.936576280297913,Low
24,45000,MORTGAGE,8.0,VENTURE,A,6000,7.51,0,0.13,N,3,7.716772765598555,Low
24,120000,RENT,4.0,HOMEIMPROVEMENT,C,10000,13.61,0,0.08,N,2,34.40505133348491,Medium
25,40000,RENT,5.0,PERSONAL,A,6000,7.88,0,0.15,N,2,29.064955543963816,Low
23,113000,MORTGAGE,4.0,EDUCATION,A,12000,7.66,0,0.11,N,3,5.317759744648198,Low
24,38400,RENT,8.0,MEDICAL,A,4200,6.76,0,0.11,N,4,27.14691993677882,Low
24,20000,OWN,2.0,PERSONAL,A,3000,8.94,0,0.15,N,3,5.979863653327964,Low
22,60000,RENT,3.0,EDUCATION,A,7000,6.91,0,0.12,N,4,16.129941795847984,Low
23,23760,RENT,2.0,PERSONAL,B,2800,,0,0.12,N,4,38.4358967794385,Medium
23,48000,OWN,8.0,VENTURE,C,6000,12.87,0,0.13,Y,3,3.9607518980744945,Low
23,61000,RENT,3.0,EDUCATION,A,2500,7.49,0,0.04,N,3,10.29092110715676,Low
21,56000,RENT,5.0,HOMEIMPROVEMENT,E,15000,16.0,1,0.27,Y,4,97.75047612652278,High
24,46809,RENT,4.0,MEDICAL,B,5000,12.18,0,0.11,N,2,39.86504387595326,Medium
23,39456,OWN,7.0,PERSONAL,A,14000,7.29,0,0.35,N,3,18.97757377059653,Low
23,115275,RENT,7.0,EDUCATION,C,7500,11.28,0,0.07,Y,4,17.894151893687273,Low
26,48000,MORTGAGE,4.0,PERSONAL,A,10000,5.79,0,0.21,N,4,20.30390801473087,Low
23,59000,RENT,7.0,EDUCATION,C,20000,12.29,1,0.34,N,2,65.55543389425776,High
25,50000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,18000,7.88,0,0.36,N,4,56.93687193857683,Medium
24,72000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,8000,12.21,0,0.11,N,3,26.165663958131514,Low
26,48000,RENT,7.0,MEDICAL,A,9000,8.94,0,0.19,N,3,42.804600123571376,Medium
22,52500,MORTGAGE,6.0,VENTURE,C,8000,15.23,0,0.15,Y,4,20.314166528086538,Low
25,76000,MORTGAGE,3.0,EDUCATION,A,20000,6.54,0,0.26,N,2,12.998460581481375,Low
23,39996,RENT,6.0,MEDICAL,B,12000,9.63,0,0.3,N,3,74.93189717225124,High
23,68000,MORTGAGE,4.0,EDUCATION,A,1000,8.0,0,0.01,N,4,4.653361966652074,Low
25,82560,RENT,6.0,DEBTCONSOLIDATION,A,4500,7.42,0,0.05,N,4,16.277335151252995,Low
26,74000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,6.62,0,0.14,N,2,14.217589292208407,Low
25,38000,RENT,9.0,EDUCATION,B,4800,11.71,0,0.13,N,3,32.91645833089594,Medium
25,31500,RENT,8.0,DEBTCONSOLIDATION,A,14850,8.9,1,0.47,N,3,93.98529603748716,High
25,88000,MORTGAGE,7.0,PERSONAL,B,11000,11.14,0,0.13,N,2,13.90590135586041,Low
24,42000,OWN,8.0,HOMEIMPROVEMENT,A,8000,6.62,0,0.19,N,2,9.26467139647214,Low
25,60000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3000,5.99,0,0.05,N,4,9.308110671726986,Low
23,157500,RENT,1.0,EDUCATION,B,10000,12.69,0,0.06,N,2,11.986538746264856,Low
22,37200,RENT,6.0,HOMEIMPROVEMENT,A,7000,7.9,1,0.19,N,2,54.37647594441245,Medium
24,75000,RENT,6.0,HOMEIMPROVEMENT,B,15000,11.71,0,0.2,N,4,50.63226742974146,Medium
23,68500,MORTGAGE,7.0,VENTURE,C,4200,11.66,0,0.06,N,3,7.9960552872747686,Low
25,29000,RENT,9.0,MEDICAL,B,1000,11.99,1,0.03,N,2,25.910866347831828,Low
24,35000,RENT,1.0,DEBTCONSOLIDATION,A,12000,6.54,1,0.34,N,2,76.90213722951891,High
23,42000,RENT,0.0,VENTURE,C,5000,,1,0.12,N,3,24.018273375266727,Low
23,16000,MORTGAGE,3.0,MEDICAL,C,2275,13.06,0,0.14,Y,3,46.444639071644986,Medium
24,65000,RENT,5.0,MEDICAL,A,12000,8.9,0,0.18,N,3,32.86553181328628,Medium
21,70553,MORTGAGE,2.0,MEDICAL,D,10000,15.28,1,0.12,N,3,73.24527654910122,High
26,34000,RENT,3.0,PERSONAL,D,5500,16.89,0,0.16,Y,3,92.20875675881759,High
21,25000,MORTGAGE,2.0,PERSONAL,B,3600,9.91,0,0.14,N,4,25.979803951926566,Low
24,49278,RENT,4.0,DEBTCONSOLIDATION,C,11000,13.22,0,0.22,Y,2,67.93111215164261,High
24,52000,MORTGAGE,3.0,VENTURE,A,3500,6.76,0,0.07,N,3,4.550372699223324,Low
21,27600,OWN,3.0,EDUCATION,C,1000,15.27,0,0.04,Y,3,3.8607569248883067,Low
26,59500,MORTGAGE,9.0,DEBTCONSOLIDATION,A,12000,6.62,0,0.2,N,4,22.382908990098358,Low
25,64000,RENT,0.0,DEBTCONSOLIDATION,E,20000,,1,0.31,Y,4,95.71847418893577,High
22,33000,RENT,1.0,MEDICAL,C,1400,14.27,0,0.04,Y,3,36.544231967513156,Medium
